"Index","date","strong_team","weak_team","strong_score","weak_score","tournament","strong_overall","weak_overall","strong_attack","weak_attack","strong_midfield","weak_midfield","strong_deffense","weak_deffense","strong_bu_speed","weak_bu_speed","strong_bu_passing","weak_bu_passing","strong_bu_positioning","weak_bu_positioning","strong_cc_crossing","weak_cc_crossing","strong_cc_passing","weak_cc_passing","strong_cc_shooting","weak_cc_shooting","strong_cc_positioning","weak_cc_positioning","strong_aggression","weak_aggression","strong_preassure","weak_preassure","strong_avg_age","weak_avg_age","win","dif_overall","dif_attack","dif_midfield","dif_deffense","dif_bu_speed","dif_bu_passing","dif_cc_crossing","dif_cc_passing","dif_cc_shooting","dif_aggression","dif_preassure","dif_avg_age"
"602",2014-09-03,"Czech Republic","USA",0,1,"Friendly",74,74,73,76,73,74,73,72,47,41,50,58,"Organised","Organised",56,50,53,66,52,35,"Organised","Organised",44,35,47,35,27.57,26.83,0,0,-3,-1,1,6,-8,6,-13,17,9,12,0.740000000000002
"603",2014-09-03,"Czech Republic","USA",0,1,"Friendly",74,74,73,75,74,72,73,71,47,41,50,58,"Organised","Organised",56,50,53,66,52,35,"Organised","Organised",44,35,47,35,26.96,25.83,0,0,-2,2,2,6,-8,6,-13,17,9,12,1.13
"604",2014-09-03,"Czech Republic","USA",0,1,"Friendly",74,74,73,76,74,74,73,72,47,41,50,58,"Organised","Organised",56,50,53,66,52,35,"Organised","Organised",44,35,47,35,26.96,26.83,0,0,-3,0,1,6,-8,6,-13,17,9,12,0.130000000000003
"605",2014-09-03,"Turkey","Denmark",2,1,"Friendly",78,73,76,71,79,74,76,74,51,65,55,50,"Organised","Organised",49,51,48,38,52,49,"Organised","Organised",47,44,50,47,25.57,25.87,1,5,5,5,2,-14,5,-2,10,3,3,3,-0.300000000000001
"606",2014-09-03,"Turkey","Denmark",2,1,"Friendly",78,73,77,71,78,74,77,74,51,65,55,50,"Organised","Organised",49,51,48,38,52,49,"Organised","Organised",47,44,50,47,26.3,25.87,1,5,6,4,3,-14,5,-2,10,3,3,3,0.43
"607",2014-09-03,"Turkey","Denmark",2,1,"Friendly",78,74,76,71,79,75,76,75,51,65,55,50,"Organised","Organised",49,51,48,38,52,49,"Organised","Organised",47,44,50,47,25.57,26.87,1,4,5,4,1,-14,5,-2,10,3,3,3,-1.3
"608",2014-09-03,"Turkey","Denmark",2,1,"Friendly",78,74,77,71,78,75,77,75,51,65,55,50,"Organised","Organised",49,51,48,38,52,49,"Organised","Organised",47,44,50,47,26.3,26.87,1,4,6,3,2,-14,5,-2,10,3,3,3,-0.57
"609",2014-09-03,"England","Norway",1,0,"Friendly",80,71,83,71,78,72,79,70,54,70,56,59,"Organised","Organised",67,52,56,68,51,61,"Organised","Organised",47,47,43,33,25.09,25.48,1,9,12,6,9,-16,-3,15,-12,-10,0,10,-0.390000000000001
"610",2014-09-03,"England","Norway",1,0,"Friendly",80,72,83,71,78,73,79,70,54,70,56,59,"Organised","Organised",67,52,56,68,51,61,"Organised","Organised",47,47,43,33,25.09,24.17,1,8,12,5,9,-16,-3,15,-12,-10,0,10,0.919999999999998
"611",2014-09-03,"England","Norway",1,0,"Friendly",80,71,83,71,79,72,79,70,54,70,56,59,"Organised","Organised",67,52,56,68,51,61,"Organised","Organised",47,47,43,33,24.04,25.48,1,9,12,7,9,-16,-3,15,-12,-10,0,10,-1.44
"612",2014-09-03,"England","Norway",1,0,"Friendly",80,72,83,71,79,73,79,70,54,70,56,59,"Organised","Organised",67,52,56,68,51,61,"Organised","Organised",47,47,43,33,24.04,24.17,1,8,12,6,9,-16,-3,15,-12,-10,0,10,-0.130000000000003
"613",2014-09-03,"Germany","Argentina",2,4,"Friendly",83,81,84,84,82,80,82,80,67,32,37,39,"Organised","Organised",46,36,52,34,63,68,"Free Form","Free Form",57,55,50,60,23.87,28.39,0,2,0,2,2,35,-2,10,18,-5,2,-10,-4.52
"614",2014-09-03,"Germany","Argentina",2,4,"Friendly",83,82,84,85,82,80,82,80,67,32,37,39,"Organised","Organised",46,36,52,41,63,68,"Free Form","Free Form",57,55,50,60,23.87,27.65,0,1,-1,2,2,35,-2,10,11,-5,2,-10,-3.78
"615",2014-09-03,"Germany","Argentina",2,4,"Friendly",84,81,84,84,83,80,82,80,63,32,40,39,"Organised","Organised",48,36,48,34,63,68,"Organised","Free Form",57,55,44,60,24.87,28.39,0,3,0,3,2,31,1,12,14,-5,2,-16,-3.52
"616",2014-09-03,"Germany","Argentina",2,4,"Friendly",84,82,84,85,83,80,82,80,63,32,40,39,"Organised","Organised",48,36,48,41,63,68,"Organised","Free Form",57,55,44,60,24.87,27.65,0,2,-1,3,2,31,1,12,7,-5,2,-16,-2.78
"617",2014-09-04,"Belgium","Australia",2,0,"Friendly",81,69,75,71,80,70,80,65,30,39,36,59,"Organised","Organised",37,78,56,22,33,30,"Organised","Organised",42,39,48,34,24.3,24.91,1,12,4,10,15,-9,-23,-41,34,3,3,14,-0.609999999999999
"618",2014-09-04,"Belgium","Australia",2,0,"Friendly",81,69,75,74,80,70,80,66,30,39,36,46,"Organised","Organised",37,65,56,55,33,30,"Organised","Organised",42,55,48,48,24.3,25.91,1,12,1,10,14,-9,-10,-28,1,3,-13,0,-1.61
"619",2014-09-04,"Belgium","Australia",2,0,"Friendly",81,69,76,71,80,70,80,65,30,39,36,59,"Organised","Organised",37,78,56,22,33,30,"Free Form","Organised",42,39,48,34,25.78,24.91,1,12,5,10,15,-9,-23,-41,34,3,3,14,0.870000000000001
"620",2014-09-04,"Belgium","Australia",2,0,"Friendly",81,69,76,74,80,70,80,66,30,39,36,46,"Organised","Organised",37,65,56,55,33,30,"Free Form","Organised",42,55,48,48,25.78,25.91,1,12,2,10,14,-9,-10,-28,1,3,-13,0,-0.129999999999999
"621",2014-09-04,"Spain","France",0,1,"Friendly",84,81,86,82,84,80,83,80,37,48,40,36,"Organised","Organised",37,52,41,49,56,52,"Free Form","Organised",50,46,37,36,26.96,25.13,0,3,4,4,3,-11,4,-15,-8,4,4,1,1.83
"622",2014-09-04,"Spain","France",0,1,"Friendly",85,81,86,82,84,80,83,80,37,48,40,36,"Organised","Organised",37,52,41,49,56,52,"Free Form","Organised",50,46,37,36,26.52,25.13,0,4,4,4,3,-11,4,-15,-8,4,4,1,1.39
"623",2014-09-04,"Spain","France",0,1,"Friendly",84,81,86,83,84,80,83,80,37,48,40,36,"Organised","Organised",37,52,41,49,56,52,"Free Form","Organised",50,46,37,36,26.96,26.13,0,3,3,4,3,-11,4,-15,-8,4,4,1,0.830000000000002
"624",2014-09-04,"Spain","France",0,1,"Friendly",85,81,86,83,84,80,83,80,37,48,40,36,"Organised","Organised",37,52,41,49,56,52,"Free Form","Organised",50,46,37,36,26.52,26.13,0,4,3,4,3,-11,4,-15,-8,4,4,1,0.390000000000001
"625",2014-09-04,"Italy","Netherlands",2,0,"Friendly",82,79,81,84,79,76,82,74,45,57,49,45,"Organised","Organised",70,52,66,55,53,39,"Organised","Free Form",59,50,46,48,26.39,25,1,3,-3,3,8,-12,4,18,11,14,9,-2,1.39
"626",2014-09-04,"Italy","Netherlands",2,0,"Friendly",82,80,81,83,79,77,82,76,45,57,49,45,"Organised","Organised",70,52,66,55,53,39,"Organised","Free Form",59,50,46,48,26.39,26.13,1,2,-2,2,6,-12,4,18,11,14,9,-2,0.260000000000002
"627",2014-09-04,"Italy","Netherlands",2,0,"Friendly",82,79,81,84,79,76,82,74,49,57,48,45,"Organised","Organised",63,52,38,55,42,39,"Organised","Free Form",44,50,34,48,27.3,25,1,3,-3,3,8,-8,3,11,-17,3,-6,-14,2.3
"628",2014-09-04,"Italy","Netherlands",2,0,"Friendly",82,80,81,83,79,77,82,76,49,57,48,45,"Organised","Organised",63,52,38,55,42,39,"Organised","Free Form",44,50,34,48,27.3,26.13,1,2,-2,2,6,-8,3,11,-17,3,-6,-14,1.17
"629",2014-09-05,"Korea Republic","Venezuela",3,1,"Friendly",71,71,70,72,70,69,70,72,55,29,40,33,"Organised","Organised",38,25,45,32,45,32,"Free Form","Organised",48,44,61,33,25.74,26.96,1,0,-2,1,-2,26,7,13,13,13,4,28,-1.22
"630",2014-09-05,"Korea Republic","Venezuela",3,1,"Friendly",71,71,70,74,70,69,70,70,55,29,40,33,"Organised","Organised",38,25,45,32,45,32,"Free Form","Organised",48,44,61,33,25.74,27.96,1,0,-4,1,0,26,7,13,13,13,4,28,-2.22
"631",2014-09-05,"Korea Republic","Venezuela",3,1,"Friendly",71,71,70,72,71,69,69,72,66,29,57,33,"Organised","Organised",50,25,78,32,45,32,"Organised","Organised",48,44,61,33,24.74,26.96,1,0,-2,2,-3,37,24,25,46,13,4,28,-2.22
"632",2014-09-05,"Korea Republic","Venezuela",3,1,"Friendly",71,71,70,74,71,69,69,70,66,29,57,33,"Organised","Organised",50,25,78,32,45,32,"Organised","Organised",48,44,61,33,24.74,27.96,1,0,-4,2,-1,37,24,25,46,13,4,28,-3.22
"633",2014-09-06,"Mexico","Chile",0,0,"Friendly",75,75,78,77,74,75,74,70,53,62,54,42,"Organised","Organised",58,50,68,65,38,54,"Organised","Organised",58,44,46,35,26.87,27.3,0,0,1,-1,4,-9,12,8,3,-16,14,11,-0.43
"634",2014-09-06,"Chile","Mexico",0,0,"Friendly",76,75,76,78,75,74,70,74,62,53,42,54,"Organised","Organised",50,58,65,68,54,38,"Organised","Organised",44,58,35,46,26.61,26.87,0,1,-2,1,-4,9,-12,-8,-3,16,-14,-11,-0.260000000000002
"635",2014-09-06,"Mexico","Chile",0,0,"Friendly",75,75,79,77,73,75,74,70,53,62,54,42,"Organised","Organised",58,50,68,65,40,54,"Organised","Organised",58,44,46,35,25.87,27.3,0,0,2,-2,4,-9,12,8,3,-14,14,11,-1.43
"636",2014-09-06,"Chile","Mexico",0,0,"Friendly",76,75,76,79,75,73,70,74,62,53,42,54,"Organised","Organised",50,58,65,68,54,40,"Organised","Organised",44,58,35,46,26.61,25.87,0,1,-3,2,-4,9,-12,-8,-3,14,-14,-11,0.739999999999998
"637",2014-09-07,"Germany","Scotland",2,1,"UEFA Euro qualification",83,73,84,75,82,74,82,68,67,40,37,45,"Organised","Organised",46,55,52,40,63,55,"Free Form","Organised",57,50,50,40,23.87,26.83,1,10,9,8,14,27,-8,-9,12,8,7,10,-2.96
"638",2014-09-07,"Germany","Scotland",2,1,"UEFA Euro qualification",83,73,84,75,82,74,82,69,67,40,37,45,"Organised","Organised",46,55,52,40,63,55,"Free Form","Organised",57,50,50,40,23.87,27.83,1,10,9,8,13,27,-8,-9,12,8,7,10,-3.96
"639",2014-09-07,"Germany","Scotland",2,1,"UEFA Euro qualification",84,73,84,75,83,74,82,68,63,40,40,45,"Organised","Organised",48,55,48,40,63,55,"Organised","Organised",57,50,44,40,24.87,26.83,1,11,9,9,14,23,-5,-7,8,8,7,4,-1.96
"640",2014-09-07,"Germany","Scotland",2,1,"UEFA Euro qualification",84,73,84,75,83,74,82,69,63,40,40,45,"Organised","Organised",48,55,48,40,63,55,"Organised","Organised",57,50,44,40,24.87,27.83,1,11,9,9,13,23,-5,-7,8,8,7,4,-2.96
"641",2014-09-07,"Greece","Romania",0,1,"UEFA Euro qualification",74,72,74,73,72,71,75,72,52,51,56,52,"Organised","Organised",60,73,51,40,52,55,"Organised","Organised",37,47,24,47,26.91,25.13,0,2,1,1,3,1,4,-13,11,-3,-10,-23,1.78
"642",2014-09-07,"Greece","Romania",0,1,"UEFA Euro qualification",74,73,74,73,72,72,75,72,52,51,56,52,"Organised","Organised",60,69,51,40,52,55,"Organised","Organised",37,47,24,47,26.91,26.87,0,1,1,0,3,1,4,-9,11,-3,-10,-23,0.0399999999999991
"643",2014-09-07,"Greece","Romania",0,1,"UEFA Euro qualification",74,72,74,73,72,71,75,72,52,51,56,52,"Organised","Organised",60,73,51,40,52,55,"Organised","Organised",37,47,24,47,27.48,25.13,0,2,1,1,3,1,4,-13,11,-3,-10,-23,2.35
"644",2014-09-07,"Greece","Romania",0,1,"UEFA Euro qualification",74,73,74,73,72,72,75,72,52,51,56,52,"Organised","Organised",60,69,51,40,52,55,"Organised","Organised",37,47,24,47,27.48,26.87,0,1,1,0,3,1,4,-9,11,-3,-10,-23,0.609999999999999
"645",2014-09-07,"Northern Ireland","Hungary",2,1,"UEFA Euro qualification",70,69,71,69,69,67,69,65,57,54,55,53,"Organised","Organised",45,68,50,47,62,52,"Organised","Organised",50,47,40,47,27.57,25.43,1,1,2,2,4,3,2,-23,3,10,3,-7,2.14
"646",2014-09-07,"Northern Ireland","Hungary",2,1,"UEFA Euro qualification",70,69,71,69,69,67,69,65,58,54,56,53,"Organised","Organised",45,68,50,47,62,52,"Organised","Organised",50,47,40,47,26.65,25.43,1,1,2,2,4,4,3,-23,3,10,3,-7,1.22
"647",2014-09-07,"Hungary","Northern Ireland",1,2,"UEFA Euro qualification",70,70,70,71,71,69,66,69,52,57,53,55,"Organised","Organised",64,45,47,50,52,62,"Organised","Organised",47,50,47,40,27.09,27.57,0,0,-1,2,-3,-5,-2,19,-3,-10,-3,7,-0.48
"648",2014-09-07,"Hungary","Northern Ireland",1,2,"UEFA Euro qualification",70,70,70,71,71,69,66,69,52,58,53,56,"Organised","Organised",64,45,47,50,52,62,"Organised","Organised",47,50,47,40,27.09,26.65,0,0,-1,2,-3,-6,-3,19,-3,-10,-3,7,0.440000000000001
"649",2014-09-08,"Sweden","Austria",1,1,"UEFA Euro qualification",75,73,81,73,73,71,72,72,49,37,32,53,"Organised","Organised",39,37,33,38,68,49,"Organised","Organised",59,37,42,34,25.74,24.83,0,2,8,2,0,12,-21,2,-5,19,22,8,0.91
"650",2014-09-08,"Sweden","Austria",1,1,"UEFA Euro qualification",76,73,78,73,75,71,75,72,49,37,32,53,"Organised","Organised",39,37,33,38,68,49,"Organised","Organised",59,37,42,34,28.39,24.83,0,3,5,4,3,12,-21,2,-5,19,22,8,3.56
"651",2014-09-08,"Sweden","Austria",1,1,"UEFA Euro qualification",75,73,81,73,73,74,72,71,49,37,32,53,"Organised","Organised",39,37,33,38,68,49,"Organised","Organised",59,37,42,34,25.74,25.83,0,2,8,-1,1,12,-21,2,-5,19,22,8,-0.0899999999999999
"652",2014-09-08,"Sweden","Austria",1,1,"UEFA Euro qualification",76,73,78,73,75,74,75,71,49,37,32,53,"Organised","Organised",39,37,33,38,68,49,"Organised","Organised",59,37,42,34,28.39,25.83,0,3,5,1,4,12,-21,2,-5,19,22,8,2.56
"653",2014-09-08,"Uruguay","Korea Republic",1,0,"Friendly",76,71,78,70,75,70,76,70,36,55,55,40,"Organised","Organised",34,38,51,45,37,45,"Organised","Free Form",56,48,44,61,29,25.74,1,5,8,5,6,-19,15,-4,6,-8,8,-17,3.26
"654",2014-09-08,"Uruguay","Korea Republic",1,0,"Friendly",76,71,82,70,75,70,76,70,75,55,55,40,"Organised","Organised",32,38,50,45,67,45,"Organised","Free Form",46,48,31,61,27.22,25.74,1,5,12,5,6,20,15,-6,5,22,-2,-30,1.48
"655",2014-09-08,"Uruguay","Korea Republic",1,0,"Friendly",76,71,78,70,75,71,76,69,36,66,55,57,"Organised","Organised",34,50,51,78,37,45,"Organised","Organised",56,48,44,61,29,24.74,1,5,8,4,7,-30,-2,-16,-27,-8,8,-17,4.26
"656",2014-09-08,"Uruguay","Korea Republic",1,0,"Friendly",76,71,82,70,75,71,76,69,75,66,55,57,"Organised","Organised",32,50,50,78,67,45,"Organised","Organised",46,48,31,61,27.22,24.74,1,5,12,4,7,9,-2,-18,-28,22,-2,-30,2.48
"657",2014-09-08,"England","Switzerland",2,0,"UEFA Euro qualification",80,76,83,74,78,77,79,77,54,48,56,52,"Organised","Organised",67,51,56,48,51,43,"Organised","Organised",47,45,43,47,25.09,24.48,1,4,9,1,2,6,4,16,8,8,2,-4,0.609999999999999
"658",2014-09-08,"England","Switzerland",2,0,"UEFA Euro qualification",80,76,83,74,79,77,79,77,54,48,56,52,"Organised","Organised",67,51,56,48,51,43,"Organised","Organised",47,45,43,47,24.04,24.48,1,4,9,2,2,6,4,16,8,8,2,-4,-0.440000000000001
"659",2014-09-08,"England","Switzerland",2,0,"UEFA Euro qualification",80,76,83,75,78,77,79,76,54,48,56,52,"Organised","Organised",67,51,56,48,51,43,"Organised","Organised",47,45,43,47,25.09,25.17,1,4,8,1,3,6,4,16,8,8,2,-4,-0.0800000000000018
"660",2014-09-08,"England","Switzerland",2,0,"UEFA Euro qualification",80,76,83,75,79,77,79,76,54,48,56,52,"Organised","Organised",67,51,56,48,51,43,"Organised","Organised",47,45,43,47,24.04,25.17,1,4,8,2,3,6,4,16,8,8,2,-4,-1.13
"661",2014-09-09,"Netherlands","Czech Republic",1,2,"UEFA Euro qualification",79,74,84,73,76,73,74,73,57,47,45,50,"Organised","Organised",52,56,55,53,39,52,"Free Form","Organised",50,44,48,47,25,27.57,0,5,11,3,1,10,-5,-4,2,-13,6,1,-2.57
"662",2014-09-09,"Netherlands","Czech Republic",1,2,"UEFA Euro qualification",80,74,83,73,77,73,76,73,57,47,45,50,"Organised","Organised",52,56,55,53,39,52,"Free Form","Organised",50,44,48,47,26.13,27.57,0,6,10,4,3,10,-5,-4,2,-13,6,1,-1.44
"663",2014-09-09,"Netherlands","Czech Republic",1,2,"UEFA Euro qualification",79,74,84,73,76,74,74,73,57,47,45,50,"Organised","Organised",52,56,55,53,39,52,"Free Form","Organised",50,44,48,47,25,26.96,0,5,11,2,1,10,-5,-4,2,-13,6,1,-1.96
"664",2014-09-09,"Netherlands","Czech Republic",1,2,"UEFA Euro qualification",80,74,83,73,77,74,76,73,57,47,45,50,"Organised","Organised",52,56,55,53,39,52,"Free Form","Organised",50,44,48,47,26.13,26.96,0,6,10,3,3,10,-5,-4,2,-13,6,1,-0.830000000000002
"665",2014-09-09,"Mexico","Bolivia",1,0,"Friendly",75,63,78,68,74,57,74,63,53,33,54,30,"Organised","Organised",58,32,68,29,38,49,"Organised","Organised",58,45,46,34,26.87,25.13,1,12,10,17,11,20,24,26,39,-11,13,12,1.74
"666",2014-09-09,"Mexico","Bolivia",1,0,"Friendly",75,65,78,68,74,60,74,63,53,33,54,30,"Organised","Organised",58,32,68,29,38,49,"Organised","Organised",58,45,46,34,26.87,26.78,1,10,10,14,11,20,24,26,39,-11,13,12,0.0899999999999999
"667",2014-09-09,"Mexico","Bolivia",1,0,"Friendly",75,63,79,68,73,57,74,63,53,33,54,30,"Organised","Organised",58,32,68,29,40,49,"Organised","Organised",58,45,46,34,25.87,25.13,1,12,11,16,11,20,24,26,39,-9,13,12,0.740000000000002
"668",2014-09-09,"Mexico","Bolivia",1,0,"Friendly",75,65,79,68,73,60,74,63,53,33,54,30,"Organised","Organised",58,32,68,29,40,49,"Organised","Organised",58,45,46,34,25.87,26.78,1,10,11,13,11,20,24,26,39,-9,13,12,-0.91
"669",2014-09-09,"Italy","Norway",2,0,"UEFA Euro qualification",82,71,81,71,79,72,82,70,45,70,49,59,"Organised","Organised",70,52,66,68,53,61,"Organised","Organised",59,47,46,33,26.39,25.48,1,11,10,7,12,-25,-10,18,-2,-8,12,13,0.91
"670",2014-09-09,"Italy","Norway",2,0,"UEFA Euro qualification",82,71,81,71,79,72,82,70,49,70,48,59,"Organised","Organised",63,52,38,68,42,61,"Organised","Organised",44,47,34,33,27.3,25.48,1,11,10,7,12,-21,-11,11,-30,-19,-3,1,1.82
"671",2014-09-09,"Italy","Norway",2,0,"UEFA Euro qualification",82,72,81,71,79,73,82,70,45,70,49,59,"Organised","Organised",70,52,66,68,53,61,"Organised","Organised",59,47,46,33,26.39,24.17,1,10,10,6,12,-25,-10,18,-2,-8,12,13,2.22
"672",2014-09-09,"Italy","Norway",2,0,"UEFA Euro qualification",82,72,81,71,79,73,82,70,49,70,48,59,"Organised","Organised",63,52,38,68,42,61,"Organised","Organised",44,47,34,33,27.3,24.17,1,10,10,6,12,-21,-11,11,-30,-19,-3,1,3.13
"673",2014-09-10,"Ivory Coast","Cameroon",1,4,"African Cup of Nations qualification",76,75,77,76,74,72,75,75,66,40,49,44,"Organised","Organised",73,68,59,52,53,50,"Organised","Organised",51,48,51,58,26.22,25.65,0,1,1,2,0,26,5,5,7,3,3,-7,0.57
"674",2014-09-10,"Ivory Coast","Cameroon",1,4,"African Cup of Nations qualification",76,75,77,76,77,72,74,75,66,40,49,44,"Organised","Organised",73,68,59,52,53,50,"Organised","Organised",51,48,51,58,27.04,25.65,0,1,1,5,-1,26,5,5,7,3,3,-7,1.39
"675",2014-09-10,"Cameroon","Ivory Coast",4,1,"African Cup of Nations qualification",76,76,77,77,73,74,76,75,40,66,44,49,"Organised","Organised",68,73,52,59,50,53,"Organised","Organised",48,51,58,51,25.26,26.22,1,0,0,-1,1,-26,-5,-5,-7,-3,-3,7,-0.959999999999997
"676",2014-09-10,"Cameroon","Ivory Coast",4,1,"African Cup of Nations qualification",76,76,77,77,73,77,76,74,40,66,44,49,"Organised","Organised",68,73,52,59,50,53,"Organised","Organised",48,51,58,51,25.26,27.04,1,0,0,-4,2,-26,-5,-5,-7,-3,-3,7,-1.78
"677",2014-10-09,"Switzerland","Slovenia",0,1,"UEFA Euro qualification",76,73,75,74,77,67,76,69,48,51,52,53,"Organised","Organised",51,67,48,66,43,50,"Organised","Organised",45,36,47,46,24.87,26.91,0,3,1,10,7,-3,-1,-16,-18,-7,9,1,-2.04
"678",2014-10-09,"Russia","Sweden",1,1,"UEFA Euro qualification",77,75,78,77,76,74,75,74,45,49,45,32,"Organised","Organised",66,39,64,33,49,68,"Organised","Organised",47,59,47,42,26.39,27.7,0,2,1,2,1,-4,13,27,31,-19,-12,5,-1.31
"679",2014-10-10,"Paraguay","Korea Republic",0,2,"Friendly",73,72,77,73,73,70,69,69,33,55,52,40,"Organised","Organised",32,38,33,45,48,45,"Organised","Free Form",45,48,33,51,30.61,26.39,0,1,4,3,0,-22,12,-6,-12,3,-3,-18,4.22
"680",2014-10-10,"Turkey","Czech Republic",1,2,"UEFA Euro qualification",78,74,77,73,78,73,77,73,51,47,55,50,"Organised","Organised",49,56,48,53,52,52,"Organised","Organised",47,44,50,47,26.48,27.7,0,4,4,5,4,4,5,-7,-5,0,3,3,-1.22
"681",2014-10-11,"Brazil","Argentina",2,0,"Friendly",82,81,83,84,82,80,82,79,62,32,48,39,"Organised","Organised",42,36,57,34,54,68,"Organised","Free Form",37,55,61,60,25.17,28.39,1,1,-1,2,3,30,9,6,23,-14,-18,1,-3.22
"682",2014-10-11,"Greece","Finland",1,1,"UEFA Euro qualification",74,69,76,68,72,69,75,68,52,56,56,58,"Organised","Organised",60,53,51,47,52,53,"Organised","Organised",37,30,24,33,26.74,25.65,0,5,8,3,7,-4,-2,7,4,-1,7,-9,1.09
"683",2014-10-11,"France","Portugal",2,1,"Friendly",81,80,85,83,80,79,80,79,48,55,36,31,"Organised","Organised",52,52,49,30,52,48,"Organised","Free Form",46,47,36,47,26.04,26.39,1,1,2,1,1,-7,5,0,19,4,-1,-11,-0.350000000000001
"684",2014-10-11,"Germany","Poland",0,2,"UEFA Euro qualification",84,75,83,74,83,74,79,73,63,50,40,34,"Organised","Organised",48,36,48,36,63,38,"Organised","Organised",57,38,44,36,24.91,26.17,0,9,9,9,6,13,6,12,12,25,19,8,-1.26
"685",2014-10-11,"Romania","Hungary",1,1,"UEFA Euro qualification",73,70,73,70,71,70,72,68,51,52,52,53,"Organised","Organised",69,64,40,47,55,52,"Organised","Organised",47,47,47,47,27,26.57,0,3,3,1,4,-1,-1,5,-7,3,0,0,0.43
"686",2014-10-13,"Norway","Bulgaria",2,1,"UEFA Euro qualification",72,69,65,68,72,69,70,67,70,54,59,54,"Organised","Organised",52,63,68,62,61,33,"Organised","Organised",47,32,33,48,24.65,26.57,1,3,-3,3,3,16,5,-11,6,28,15,-15,-1.92
"687",2014-10-14,"Portugal","Denmark",1,0,"UEFA Euro qualification",80,74,83,75,79,74,79,74,55,65,31,50,"Organised","Organised",52,51,30,38,48,49,"Free Form","Organised",47,44,47,47,26.39,25.65,1,6,8,5,5,-10,-19,1,-8,-1,3,0,0.740000000000002
"688",2014-10-14,"Romania","Finland",2,0,"UEFA Euro qualification",73,69,73,68,71,69,72,68,51,56,52,58,"Organised","Organised",69,53,40,47,55,53,"Organised","Organised",47,30,47,33,27,25.65,1,4,5,2,4,-5,-6,16,-7,2,17,14,1.35
"689",2014-10-14,"Germany","Ireland",1,1,"UEFA Euro qualification",84,74,83,75,83,75,79,73,63,45,40,45,"Organised","Organised",48,50,48,40,63,50,"Organised","Organised",57,40,44,40,24.91,28.22,0,10,8,8,6,18,-5,-2,8,13,17,4,-3.31
"690",2014-10-14,"Greece","Northern Ireland",0,2,"UEFA Euro qualification",74,70,76,71,72,70,75,69,52,57,56,55,"Organised","Organised",60,45,51,50,52,62,"Organised","Organised",37,50,24,40,26.74,27.57,0,4,5,2,6,-5,1,15,1,-10,-13,-16,-0.830000000000002
"691",2014-10-14,"Poland","Scotland",2,2,"UEFA Euro qualification",75,73,74,75,74,74,73,69,50,40,34,45,"Organised","Organised",36,55,36,40,38,55,"Organised","Organised",38,50,36,40,26.17,27.83,0,2,-1,0,4,10,-11,-19,-4,-17,-12,-4,-1.66
"692",2014-11-12,"Netherlands","Mexico",2,3,"Friendly",79,73,85,77,76,71,76,70,45,53,37,54,"Organised","Organised",52,58,55,68,39,38,"Organised","Organised",50,58,48,46,25.3,25.78,0,6,8,5,6,-8,-17,-6,-13,1,-8,2,-0.48
"693",2014-11-12,"Brazil","Turkey",4,0,"Friendly",82,76,82,74,80,76,81,75,62,51,48,55,"Organised","Organised",42,49,57,48,54,52,"Organised","Organised",37,47,61,50,24.61,26.04,1,6,8,4,6,11,-7,-7,9,2,-10,11,-1.43
"694",2014-11-14,"Hungary","Finland",1,0,"UEFA Euro qualification",70,69,70,68,70,70,68,67,52,56,53,58,"Organised","Organised",64,53,47,47,52,53,"Organised","Organised",47,30,47,33,25.87,26,1,1,2,0,1,-4,-5,11,0,-1,17,14,-0.129999999999999
"695",2014-11-14,"Paraguay","Peru",2,1,"Friendly",70,69,72,74,69,67,69,67,33,50,52,64,"Organised","Organised",32,50,33,65,48,50,"Organised","Organised",45,45,33,35,25.65,24.43,1,1,-2,2,2,-17,-12,-18,-32,-2,0,-2,1.22
"696",2014-11-14,"Romania","Northern Ireland",2,0,"UEFA Euro qualification",73,70,73,71,71,68,71,68,51,57,52,55,"Organised","Organised",69,45,40,50,55,62,"Organised","Organised",47,50,47,40,27.26,26.83,1,3,2,3,3,-6,-3,24,-10,-7,-3,7,0.430000000000003
"697",2014-11-14,"Ireland","Scotland",0,1,"UEFA Euro qualification",74,72,75,76,76,72,73,70,45,40,45,45,"Organised","Organised",50,55,40,40,50,55,"Organised","Organised",40,50,40,40,28.09,27.7,0,2,-1,4,3,5,0,-5,0,-5,-10,0,0.390000000000001
"698",2014-11-14,"Colombia","USA",2,1,"Friendly",78,74,81,76,79,71,75,73,50,41,49,58,"Organised","Organised",50,50,50,66,65,35,"Organised","Organised",55,35,45,35,25.65,25.91,1,4,5,8,2,9,-9,0,-16,30,20,10,-0.260000000000002
"699",2014-11-15,"Russia","Austria",0,1,"UEFA Euro qualification",76,73,77,71,74,76,74,72,45,37,45,53,"Organised","Organised",66,37,64,38,49,49,"Organised","Organised",47,37,47,34,26.3,25.61,0,3,6,-2,2,8,-8,29,26,0,10,13,0.690000000000001
"700",2014-11-15,"England","Slovenia",3,1,"UEFA Euro qualification",80,71,82,71,77,67,78,68,54,51,56,53,"Organised","Organised",67,67,56,66,51,50,"Organised","Organised",47,36,43,46,24.74,26.91,1,9,11,10,10,3,3,0,-10,1,11,-3,-2.17
