dataset,accuracy,algorithm,score,feat_sel,runtime,path,path_ids,criterion,max_depth
football-weak_team-weak_building.csv,71.37,CART,0.021507224932847624,information-gain,0 days 00:00:01.648548,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",gini,2.0
football-weak_team-weak_strategy.csv,71.37,CART,0.020914638953467457,information-gain,0 days 00:00:01.862925,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",entropy,1.0
football-strong_team.csv,60.76,ID3,0.29452784030745927,information-gain,0 days 00:00:13.414827,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",,
football-differences_stats.csv,42.62,ID3,0.24720511080671526,information-gain,0 days 00:00:45.599117,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",,
football-weak_team.csv,45.99,ID3,0.11785308479392109,information-gain,0 days 00:00:18.357968,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",,
football-strong_team-strong_strategy-strong_change_creation.csv,69.57,ID3,0.030016185768061088,information-gain,0 days 00:00:27.970509,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",,
football-weak_team-weak_strategy-weak_change_creation.csv,58.2,ID3,0.02670814158320367,information-gain,0 days 00:00:42.356281,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",,
football-strong_team-strong_strategy.csv,69.57,ID3,0.02616213111331811,information-gain,0 days 00:00:22.976950,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",,
football-strong_team-strong_building.csv,69.57,ID3,0.025452492779256986,information-gain,0 days 00:00:18.244702,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",,
football-weak_team-weak_building.csv,56.02,ID3,0.021507224932847624,information-gain,0 days 00:00:25.196058,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",,
football-weak_team-weak_strategy.csv,56.02,ID3,0.020914638953467457,information-gain,0 days 00:00:32.204096,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",,
football-strong_team.csv,82.7,XGBoost,0.29452784030745927,information-gain,0 days 00:00:10.159410,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",,1.0
football-differences_stats.csv,53.16,XGBoost,0.24720511080671526,information-gain,0 days 00:00:42.584717,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",,4.0
football-weak_team.csv,62.87,XGBoost,0.11785308479392109,information-gain,0 days 00:00:10.829700,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",,1.0
football-strong_team-strong_strategy-strong_change_creation.csv,79.71,XGBoost,0.030016185768061088,information-gain,0 days 00:00:36.405901,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",,3.0
football-weak_team-weak_strategy-weak_change_creation.csv,67.62,XGBoost,0.02670814158320367,information-gain,0 days 00:00:39.095201,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",,1.0
football-strong_team-strong_strategy.csv,79.71,XGBoost,0.02616213111331811,information-gain,0 days 00:00:25.227775,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",,4.0
football-strong_team-strong_building.csv,79.35,XGBoost,0.025452492779256986,information-gain,0 days 00:00:18.376204,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",,5.0
football-weak_team-weak_building.csv,69.71,XGBoost,0.021507224932847624,information-gain,0 days 00:00:20.689508,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",,1.0
football-weak_team-weak_strategy.csv,65.15,XGBoost,0.020914638953467457,information-gain,0 days 00:00:27.858496,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",,2.0
football-weak_team-weak_building.csv,71.37,CART,0.32175699015077375,gini-index,0 days 00:00:01.596027,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",gini,2.0
football-weak_team.csv,61.6,CART,0.24035913152644617,gini-index,0 days 00:00:01.338307,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",entropy,1.0
football-strong_team.csv,81.43,CART,0.23308709809070605,gini-index,0 days 00:00:01.357941,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",entropy,3.0
football-differences_stats.csv,47.26,CART,0.21055278041881387,gini-index,0 days 00:00:02.445832,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",entropy,1.0
football-strong_team-strong_strategy-strong_change_creation.csv,79.35,CART,0.18460846168574685,gini-index,0 days 00:00:02.292776,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",entropy,3.0
football-weak_team-weak_strategy-weak_change_creation.csv,68.85,CART,0.18390085186047145,gini-index,0 days 00:00:02.337604,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",entropy,1.0
football-weak_team-weak_strategy.csv,71.37,CART,0.17917420897306569,gini-index,0 days 00:00:01.910431,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",entropy,1.0
football-strong_team-strong_strategy.csv,79.35,CART,0.13540636588593058,gini-index,0 days 00:00:01.825597,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",entropy,3.0
football-strong_team-strong_building.csv,79.71,CART,0.11696622993225114,gini-index,0 days 00:00:01.623885,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",entropy,9.0
football-weak_team-weak_building.csv,56.02,ID3,0.32175699015077375,gini-index,0 days 00:00:23.662461,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",,
football-weak_team.csv,45.99,ID3,0.24035913152644617,gini-index,0 days 00:00:18.192661,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",,
football-strong_team.csv,60.76,ID3,0.23308709809070605,gini-index,0 days 00:00:13.862405,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",,
football-differences_stats.csv,42.62,ID3,0.21055278041881387,gini-index,0 days 00:00:44.202024,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",,
football-strong_team-strong_strategy-strong_change_creation.csv,69.57,ID3,0.18460846168574685,gini-index,0 days 00:00:27.252049,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",,
football-weak_team-weak_strategy-weak_change_creation.csv,58.2,ID3,0.18390085186047145,gini-index,0 days 00:00:39.222786,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",,
football-weak_team-weak_strategy.csv,56.02,ID3,0.17917420897306569,gini-index,0 days 00:00:29.598492,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",,
football-strong_team-strong_strategy.csv,69.57,ID3,0.13540636588593058,gini-index,0 days 00:00:23.767339,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",,
football-strong_team-strong_building.csv,69.57,ID3,0.11696622993225114,gini-index,0 days 00:00:18.821966,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",,
football-weak_team-weak_building.csv,69.71,XGBoost,0.32175699015077375,gini-index,0 days 00:00:21.002190,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",,1.0
football-weak_team.csv,62.87,XGBoost,0.24035913152644617,gini-index,0 days 00:00:10.757188,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",,1.0
football-strong_team.csv,82.7,XGBoost,0.23308709809070605,gini-index,0 days 00:00:10.524113,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",,1.0
football-differences_stats.csv,53.16,XGBoost,0.21055278041881387,gini-index,0 days 00:00:44.286532,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",,4.0
football-strong_team-strong_strategy-strong_change_creation.csv,79.71,XGBoost,0.18460846168574685,gini-index,0 days 00:00:38.709453,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",,3.0
football-weak_team-weak_strategy-weak_change_creation.csv,67.62,XGBoost,0.18390085186047145,gini-index,0 days 00:00:39.471498,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",,1.0
football-weak_team-weak_strategy.csv,65.15,XGBoost,0.17917420897306569,gini-index,0 days 00:00:26.073201,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",,2.0
football-strong_team-strong_strategy.csv,79.71,XGBoost,0.13540636588593058,gini-index,0 days 00:00:24.224119,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",,4.0
football-strong_team-strong_building.csv,79.35,XGBoost,0.11696622993225114,gini-index,0 days 00:00:19.485336,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",,5.0
football-weak_team-weak_strategy-weak_change_creation.csv,68.85,CART,0.4559930664846068,spearman-correlation,0 days 00:00:02.694033,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",entropy,1.0
football-weak_team.csv,61.6,CART,0.438752364782236,spearman-correlation,0 days 00:00:01.526351,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",entropy,1.0
football-weak_team-weak_building.csv,71.37,CART,0.3637840462773062,spearman-correlation,0 days 00:00:01.764477,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",gini,2.0
football-strong_team.csv,81.43,CART,0.2093623523362883,spearman-correlation,0 days 00:00:01.500557,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",entropy,3.0
football-strong_team-strong_building.csv,78.99,CART,0.11954632068355975,spearman-correlation,0 days 00:00:02.123655,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",entropy,10.0
football-strong_team-strong_strategy-strong_change_creation.csv,79.35,CART,0.0025725971974666084,spearman-correlation,0 days 00:00:02.571891,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",entropy,3.0
football-weak_team-weak_strategy.csv,71.37,CART,-0.037771551684743,spearman-correlation,0 days 00:00:01.926032,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",entropy,1.0
football-strong_team-strong_strategy.csv,79.35,CART,-0.0751657036949549,spearman-correlation,0 days 00:00:01.896546,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",entropy,3.0
football-differences_stats.csv,47.26,CART,-0.11877109357341675,spearman-correlation,0 days 00:00:02.480559,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",entropy,1.0
football-weak_team-weak_strategy-weak_change_creation.csv,58.2,ID3,0.4559930664846068,spearman-correlation,0 days 00:00:42.197104,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",,
football-weak_team.csv,45.99,ID3,0.438752364782236,spearman-correlation,0 days 00:00:20.094895,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",,
football-weak_team-weak_building.csv,56.02,ID3,0.3637840462773062,spearman-correlation,0 days 00:00:25.282179,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",,
football-strong_team.csv,60.76,ID3,0.2093623523362883,spearman-correlation,0 days 00:00:14.157551,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",,
