dataset,accuracy,algorithm,score,feat_sel,runtime,path,path_ids,criterion,max_depth
football-strong_team-strong_building.csv,69.57,ID3,0.11954632068355975,spearman-correlation,0 days 00:00:18.183712,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",,
football-strong_team-strong_strategy-strong_change_creation.csv,69.57,ID3,0.0025725971974666084,spearman-correlation,0 days 00:00:28.009885,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",,
football-weak_team-weak_strategy.csv,56.02,ID3,-0.037771551684743,spearman-correlation,0 days 00:00:30.336777,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",,
football-strong_team-strong_strategy.csv,69.57,ID3,-0.0751657036949549,spearman-correlation,0 days 00:00:21.567935,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",,
football-differences_stats.csv,42.62,ID3,-0.11877109357341675,spearman-correlation,0 days 00:00:45.175447,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",,
football-weak_team-weak_strategy-weak_change_creation.csv,67.62,XGBoost,0.4559930664846068,spearman-correlation,0 days 00:00:39.615865,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",,1.0
football-weak_team.csv,62.87,XGBoost,0.438752364782236,spearman-correlation,0 days 00:00:10.802160,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",,1.0
football-weak_team-weak_building.csv,69.71,XGBoost,0.3637840462773062,spearman-correlation,0 days 00:00:19.892889,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",,1.0
football-strong_team.csv,82.7,XGBoost,0.2093623523362883,spearman-correlation,0 days 00:00:10.559218,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",,1.0
football-strong_team-strong_building.csv,79.35,XGBoost,0.11954632068355975,spearman-correlation,0 days 00:00:18.452672,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",,5.0
football-strong_team-strong_strategy-strong_change_creation.csv,79.71,XGBoost,0.0025725971974666084,spearman-correlation,0 days 00:00:38.500656,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",,3.0
football-weak_team-weak_strategy.csv,65.15,XGBoost,-0.037771551684743,spearman-correlation,0 days 00:00:27.555564,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",,2.0
football-strong_team-strong_strategy.csv,79.71,XGBoost,-0.0751657036949549,spearman-correlation,0 days 00:00:24.635650,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",,4.0
football-differences_stats.csv,53.16,XGBoost,-0.11877109357341675,spearman-correlation,0 days 00:00:41.370244,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",,4.0
football-strong_team.csv,81.43,CART,0.06297548605240913,reliefF,0 days 00:03:27.788427,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",entropy,3.0
football-weak_team.csv,61.6,CART,0.047337278106508875,reliefF,0 days 00:03:27.726268,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",entropy,1.0
football-differences_stats.csv,47.26,CART,0.009399830938292476,reliefF,0 days 00:03:28.869072,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",entropy,1.0
football-strong_team-strong_strategy-strong_change_creation.csv,79.35,CART,0.007251631617113849,reliefF,0 days 00:03:28.580987,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",entropy,3.0
football-strong_team-strong_strategy.csv,79.35,CART,0.004496011602610586,reliefF,0 days 00:03:28.288459,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",entropy,3.0
football-weak_team-weak_strategy.csv,71.37,CART,0.0023607647547797175,reliefF,0 days 00:03:28.315543,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",entropy,1.0
football-strong_team-strong_building.csv,80.07,CART,0.0021754894851341547,reliefF,0 days 00:03:28.212060,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",entropy,9.0
football-weak_team-weak_building.csv,71.37,CART,5.305884225606197e-05,reliefF,0 days 00:03:28.219770,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",gini,2.0
football-weak_team-weak_strategy-weak_change_creation.csv,68.85,CART,-0.00028484300123990484,reliefF,0 days 00:03:28.774051,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",entropy,1.0
football-strong_team.csv,60.76,ID3,0.06297548605240913,reliefF,0 days 00:03:39.582781,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",,
football-weak_team.csv,45.99,ID3,0.047337278106508875,reliefF,0 days 00:03:44.903106,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",,
football-differences_stats.csv,42.62,ID3,0.009399830938292476,reliefF,0 days 00:04:10.487749,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",,
football-strong_team-strong_strategy-strong_change_creation.csv,69.57,ID3,0.007251631617113849,reliefF,0 days 00:03:53.903756,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",,
football-strong_team-strong_strategy.csv,69.57,ID3,0.004496011602610586,reliefF,0 days 00:03:47.580566,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",,
football-weak_team-weak_strategy.csv,56.02,ID3,0.0023607647547797175,reliefF,0 days 00:04:00.122292,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",,
football-strong_team-strong_building.csv,69.57,ID3,0.0021754894851341547,reliefF,0 days 00:03:47.173465,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",,
football-weak_team-weak_building.csv,56.02,ID3,5.305884225606197e-05,reliefF,0 days 00:03:50.286296,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",,
football-weak_team-weak_strategy-weak_change_creation.csv,58.2,ID3,-0.00028484300123990484,reliefF,0 days 00:04:07.314204,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",,
football-strong_team.csv,82.7,XGBoost,0.06297548605240913,reliefF,0 days 00:03:37.516595,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv']","['id', 'ft_id']",,1.0
football-weak_team.csv,62.87,XGBoost,0.047337278106508875,reliefF,0 days 00:03:38.239156,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv']","['id', 'ft_id']",,1.0
football-differences_stats.csv,53.16,XGBoost,0.009399830938292476,reliefF,0 days 00:04:14.078882,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/differences_stats.csv']","['id', 'ft_id']",,4.0
football-strong_team-strong_strategy-strong_change_creation.csv,79.71,XGBoost,0.007251631617113849,reliefF,0 days 00:04:03.983980,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv', 'other-data/decision-trees-split/football/strong_change_creation.csv']","['id', 'ft_id', 'id', 'st_id', 'id', 'ss_id']",,3.0
football-strong_team-strong_strategy.csv,79.71,XGBoost,0.004496011602610586,reliefF,0 days 00:03:52.313126,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_strategy.csv']","['id', 'ft_id', 'id', 'st_id']",,4.0
football-weak_team-weak_strategy.csv,65.15,XGBoost,0.0023607647547797175,reliefF,0 days 00:03:55.928691,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv']","['id', 'ft_id', 'id', 'wt_id']",,2.0
football-strong_team-strong_building.csv,79.35,XGBoost,0.0021754894851341547,reliefF,0 days 00:03:44.837269,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/strong_team.csv', 'other-data/decision-trees-split/football/strong_building.csv']","['id', 'ft_id', 'id', 'st_id']",,5.0
football-weak_team-weak_building.csv,69.71,XGBoost,5.305884225606197e-05,reliefF,0 days 00:03:45.149492,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_building.csv']","['id', 'ft_id', 'id', 'wt_id']",,1.0
football-weak_team-weak_strategy-weak_change_creation.csv,67.62,XGBoost,-0.00028484300123990484,reliefF,0 days 00:04:05.745417,"['other-data/decision-trees-split/football/football.csv', 'other-data/decision-trees-split/football/weak_team.csv', 'other-data/decision-trees-split/football/weak_strategy.csv', 'other-data/decision-trees-split/football/weak_change_creation.csv']","['id', 'ft_id', 'id', 'wt_id', 'id', 'ws_id']",,1.0
kidney_disease-blood_analysis.csv,95.0,CART,0.7582888918796079,symmetrical uncertainty,0 days 00:00:01.006043,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",gini,4.0
kidney_disease-patient_disease.csv,80.0,CART,0.7099460349216234,symmetrical uncertainty,0 days 00:00:00.832283,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",entropy,5.0
kidney_disease-blood_analysis-cell_info.csv,96.25,CART,0.6971092669243647,symmetrical uncertainty,0 days 00:00:01.576414,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",gini,4.0
kidney_disease-blood_analysis.csv,58.75,ID3,0.7582888918796079,symmetrical uncertainty,0 days 00:00:06.508985,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,
kidney_disease-patient_disease.csv,60.0,ID3,0.7099460349216234,symmetrical uncertainty,0 days 00:00:03.763810,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,
kidney_disease-blood_analysis-cell_info.csv,57.5,ID3,0.6971092669243647,symmetrical uncertainty,0 days 00:00:09.617638,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,
kidney_disease-blood_analysis.csv,96.25,XGBoost,0.7582888918796079,symmetrical uncertainty,0 days 00:00:21.239886,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,1.0
kidney_disease-patient_disease.csv,85.0,XGBoost,0.7099460349216234,symmetrical uncertainty,0 days 00:00:17.585797,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,1.0
kidney_disease-blood_analysis-cell_info.csv,96.25,XGBoost,0.6971092669243647,symmetrical uncertainty,0 days 00:00:29.815246,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,1.0
kidney_disease-blood_analysis-cell_info.csv,96.25,CART,0.5020569798845167,information-gain,0 days 00:00:01.422422,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",gini,4.0
kidney_disease-blood_analysis.csv,95.0,CART,0.4073988519393667,information-gain,0 days 00:00:00.997268,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",gini,4.0
kidney_disease-patient_disease.csv,80.0,CART,0.23942203164252907,information-gain,0 days 00:00:00.714014,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",entropy,5.0
kidney_disease-blood_analysis-cell_info.csv,57.5,ID3,0.5020569798845167,information-gain,0 days 00:00:09.867472,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,
kidney_disease-blood_analysis.csv,58.75,ID3,0.4073988519393667,information-gain,0 days 00:00:06.628317,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,
kidney_disease-patient_disease.csv,60.0,ID3,0.23942203164252907,information-gain,0 days 00:00:03.895878,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,
kidney_disease-blood_analysis-cell_info.csv,96.25,XGBoost,0.5020569798845167,information-gain,0 days 00:00:28.812838,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,1.0
kidney_disease-blood_analysis.csv,96.25,XGBoost,0.4073988519393667,information-gain,0 days 00:00:21.807173,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,1.0
kidney_disease-patient_disease.csv,85.0,XGBoost,0.23942203164252907,information-gain,0 days 00:00:17.371715,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,1.0
kidney_disease-blood_analysis.csv,91.25,CART,0.7103577696081506,gini-index,0 days 00:00:00.962525,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",entropy,12.0
kidney_disease-patient_disease.csv,80.0,CART,0.6791077030324175,gini-index,0 days 00:00:00.684754,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",entropy,5.0
kidney_disease-blood_analysis-cell_info.csv,97.5,CART,0.658479240376187,gini-index,0 days 00:00:01.562371,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",entropy,5.0
kidney_disease-blood_analysis.csv,58.75,ID3,0.7103577696081506,gini-index,0 days 00:00:06.475566,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,
kidney_disease-patient_disease.csv,60.0,ID3,0.6791077030324175,gini-index,0 days 00:00:03.759609,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,
kidney_disease-blood_analysis-cell_info.csv,57.5,ID3,0.658479240376187,gini-index,0 days 00:00:09.853820,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,
kidney_disease-blood_analysis.csv,96.25,XGBoost,0.7103577696081506,gini-index,0 days 00:00:21.663164,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,1.0
kidney_disease-patient_disease.csv,85.0,XGBoost,0.6791077030324175,gini-index,0 days 00:00:17.711982,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,1.0
kidney_disease-blood_analysis-cell_info.csv,96.25,XGBoost,0.658479240376187,gini-index,0 days 00:00:28.770816,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,1.0
kidney_disease-patient_disease.csv,80.0,CART,0.6541509946937167,spearman-correlation,0 days 00:00:00.852532,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",entropy,5.0
kidney_disease-blood_analysis-cell_info.csv,97.5,CART,0.6315364783529898,spearman-correlation,0 days 00:00:01.408802,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",gini,4.0
kidney_disease-blood_analysis.csv,95.0,CART,0.5257735360846005,spearman-correlation,0 days 00:00:01.024020,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",gini,4.0
kidney_disease-patient_disease.csv,60.0,ID3,0.6541509946937167,spearman-correlation,0 days 00:00:03.709285,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,
kidney_disease-blood_analysis-cell_info.csv,57.5,ID3,0.6315364783529898,spearman-correlation,0 days 00:00:09.673983,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,
kidney_disease-blood_analysis.csv,58.75,ID3,0.5257735360846005,spearman-correlation,0 days 00:00:06.577608,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,
kidney_disease-patient_disease.csv,85.0,XGBoost,0.6541509946937167,spearman-correlation,0 days 00:00:16.448967,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,1.0
kidney_disease-blood_analysis-cell_info.csv,96.25,XGBoost,0.6315364783529898,spearman-correlation,0 days 00:00:28.815321,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,1.0
kidney_disease-blood_analysis.csv,96.25,XGBoost,0.5257735360846005,spearman-correlation,0 days 00:00:22.637869,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,1.0
kidney_disease-blood_analysis.csv,91.25,CART,0.939939244467955,reliefF,0 days 00:00:09.568728,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",entropy,6.0
kidney_disease-blood_analysis-cell_info.csv,97.5,CART,0.824432419994711,reliefF,0 days 00:00:09.930429,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",entropy,4.0
kidney_disease-patient_disease.csv,78.75,CART,0.6958272626289355,reliefF,0 days 00:00:09.481528,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",entropy,5.0
kidney_disease-blood_analysis.csv,58.75,ID3,0.939939244467955,reliefF,0 days 00:00:15.103719,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,
kidney_disease-blood_analysis-cell_info.csv,57.5,ID3,0.824432419994711,reliefF,0 days 00:00:18.339479,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,
kidney_disease-patient_disease.csv,60.0,ID3,0.6958272626289355,reliefF,0 days 00:00:12.236246,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,
kidney_disease-blood_analysis.csv,96.25,XGBoost,0.939939244467955,reliefF,0 days 00:00:30.170955,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv']","['id', 'kd_id']",,1.0
kidney_disease-blood_analysis-cell_info.csv,96.25,XGBoost,0.824432419994711,reliefF,0 days 00:00:37.249846,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/blood_analysis.csv', 'other-data/decision-trees-split/kidney-disease/cell_info.csv']","['id', 'kd_id', 'id', 'ba_id']",,1.0
kidney_disease-patient_disease.csv,85.0,XGBoost,0.6958272626289355,reliefF,0 days 00:00:25.832856,"['other-data/decision-trees-split/kidney-disease/kidney_disease.csv', 'other-data/decision-trees-split/kidney-disease/patient_disease.csv']","['id', 'kd_id']",,1.0
steel_plate_fault-type_of_fault.csv,100.0,CART,0.849411598968195,symmetrical uncertainty,0 days 00:00:02.230564,"['other-data/decision-trees-split/steel-plate-fault/steel_plate_fault.csv', 'other-data/decision-trees-split/steel-plate-fault/type_of_fault.csv']","['index', 'spf_id']",entropy,7.0
steel_plate_fault-indices.csv,98.71,CART,0.4355484150516186,symmetrical uncertainty,0 days 00:00:02.066759,"['other-data/decision-trees-split/steel-plate-fault/steel_plate_fault.csv', 'other-data/decision-trees-split/steel-plate-fault/indices.csv']","['index', 'spf_id']",gini,5.0
steel_plate_fault-indices-edges.csv,99.3,CART,0.17384836811898138,symmetrical uncertainty,0 days 00:00:03.068401,"['other-data/decision-trees-split/steel-plate-fault/steel_plate_fault.csv', 'other-data/decision-trees-split/steel-plate-fault/indices.csv', 'other-data/decision-trees-split/steel-plate-fault/edges.csv']","['index', 'spf_id', 'index', 'i_id']",gini,9.0
steel_plate_fault-luminosity.csv,99.74,CART,0.1684202311885462,symmetrical uncertainty,0 days 00:00:01.909543,"['other-data/decision-trees-split/steel-plate-fault/steel_plate_fault.csv', 'other-data/decision-trees-split/steel-plate-fault/luminosity.csv']","['index', 'spf_id']",entropy,2.0
steel_plate_fault-indices-log_measurements.csv,99.54,CART,0.15860040104871762,symmetrical uncertainty,0 days 00:00:02.472320,"['other-data/decision-trees-split/steel-plate-fault/steel_plate_fault.csv', 'other-data/decision-trees-split/steel-plate-fault/indices.csv', 'other-data/decision-trees-split/steel-plate-fault/log_measurements.csv']","['index', 'spf_id', 'index', 'i_id']",gini,7.0
steel_plate_fault-luminosity-min_measurements.csv,100.0,CART,0.15133179315807585,symmetrical uncertainty,0 days 00:00:02.184790,"['other-data/decision-trees-split/steel-plate-fault/steel_plate_fault.csv', 'other-data/decision-trees-split/steel-plate-fault/luminosity.csv', 'other-data/decision-trees-split/steel-plate-fault/min_measurements.csv']","['index', 'spf_id', 'index', 'l_id']",entropy,3.0
steel_plate_fault-luminosity-max_measurements.csv,99.77,CART,0.1513197942962016,symmetrical uncertainty,0 days 00:00:02.156200,"['other-data/decision-trees-split/steel-plate-fault/steel_plate_fault.csv', 'other-data/decision-trees-split/steel-plate-fault/luminosity.csv', 'other-data/decision-trees-split/steel-plate-fault/max_measurements.csv']","['index', 'spf_id', 'index', 'l_id']",entropy,2.0
