algorithm,data_path,approach,data_label,join_time,total_time,feature_selection_time,depth,accuracy,train_time,feature_importance,join_path_features,cutoff_threshold,redundancy_threshold,rank,top_k
ExtraTrees,jannis/table_0_0.csv--V44-jannis/table_2_5.csv--Key_0_0-jannis/table_1_1.csv--Key_0_0-jannis/table_1_2.csv--Key_0_0-jannis/table_1_3.csv,ARDA,jannis,,61.85723614692688,58.190502643585205,,0.5466666666666666,3.666733503341675,"{'jannis/table_0_0.csv.V4': 0.04133333333333329, 'jannis/table_1_1.csv.V32': 0.019999999999999973, 'jannis/table_1_2.csv.V43': 0.018999999999999972, 'jannis/table_1_1.csv.V35': 0.01766666666666663, 'jannis/table_0_0.csv.V54': 0.015999999999999993, 'jannis/table_1_3.csv.Key_1_3': 0.014999999999999968, 'jannis/table_1_1.csv.Key_1_1': 0.012333333333333285, 'jannis/table_0_0.csv.V46': 0.010666666666666647, 'jannis/table_1_3.csv.V53': 0.010333333333333306, 'jannis/table_1_1.csv.V31': 0.009333333333333305, 'jannis/table_1_2.csv.V40': 0.007666666666666644, 'jannis/table_0_0.csv.V42': 0.007333333333333303, 'jannis/table_0_0.csv.Key_0_0': 0.002666666666666617, 'jannis/table_1_3.csv.V48': -0.0003333333333333854, 'jannis/table_1_3.csv.V33': -0.0030000000000000248}","['jannis/table_1_2.csv.V43', 'jannis/table_1_3.csv.Key_1_3', 'jannis/table_1_1.csv.V35', 'jannis/table_1_1.csv.V31', 'jannis/table_1_3.csv.V33', 'jannis/table_1_3.csv.V53', 'jannis/table_1_1.csv.Key_1_1', 'jannis/table_1_2.csv.V40', 'jannis/table_1_3.csv.V48', 'jannis/table_1_1.csv.V32', 'jannis/table_0_0.csv.V4', 'jannis/table_0_0.csv.V46', 'jannis/table_0_0.csv.V54', 'jannis/table_0_0.csv.V42', 'jannis/table_0_0.csv.Key_0_0']",,,,
XGBoost,jannis/table_0_0.csv--V44-jannis/table_2_5.csv--Key_0_0-jannis/table_1_1.csv--Key_0_0-jannis/table_1_2.csv--Key_0_0-jannis/table_1_3.csv,ARDA,jannis,,61.85723614692688,58.190502643585205,,0.5233333333333333,3.666733503341675,"{'jannis/table_0_0.csv.V4': 0.031666666666666655, 'jannis/table_1_1.csv.V32': 0.010333333333333306, 'jannis/table_1_3.csv.V33': 0.008666666666666645, 'jannis/table_0_0.csv.V54': 0.002666666666666684, 'jannis/table_1_3.csv.V48': 2.2204460492503132e-17, 'jannis/table_0_0.csv.V46': -0.00033333333333331885, 'jannis/table_1_2.csv.V43': -0.005666666666666686, 'jannis/table_1_3.csv.Key_1_3': -0.006333333333333346, 'jannis/table_0_0.csv.V42': -0.008333333333333326, 'jannis/table_1_1.csv.V31': -0.008333333333333349, 'jannis/table_1_2.csv.V40': -0.009666666666666667, 'jannis/table_1_3.csv.V53': -0.011666666666666669, 'jannis/table_1_1.csv.Key_1_1': -0.012333333333333352, 'jannis/table_1_1.csv.V35': -0.012666666666666692, 'jannis/table_0_0.csv.Key_0_0': -0.01566666666666665}","['jannis/table_1_2.csv.V43', 'jannis/table_1_3.csv.Key_1_3', 'jannis/table_1_1.csv.V35', 'jannis/table_1_1.csv.V31', 'jannis/table_1_3.csv.V33', 'jannis/table_1_3.csv.V53', 'jannis/table_1_1.csv.Key_1_1', 'jannis/table_1_2.csv.V40', 'jannis/table_1_3.csv.V48', 'jannis/table_1_1.csv.V32', 'jannis/table_0_0.csv.V4', 'jannis/table_0_0.csv.V46', 'jannis/table_0_0.csv.V54', 'jannis/table_0_0.csv.V42', 'jannis/table_0_0.csv.Key_0_0']",,,,
LightGBM,miniboone/table_0_0.csv--ParticleID_11-miniboone/table_2_4.csv--ParticleID_29-miniboone/table_2_12.csv--ParticleID_43-miniboone/table_2_6.csv--ParticleID_33-miniboone/table_2_9.csv--ParticleID_14-miniboone/table_3_14.csv--ParticleID_12-miniboone/table_2_11.csv--ParticleID_43-miniboone/table_2_7.csv--ParticleID_43-miniboone/table_3_13.csv--ParticleID_15-miniboone/table_3_15.csv--ParticleID_4-miniboone/table_2_8.csv--ParticleID_19-miniboone/table_2_10.csv--ParticleID_3-miniboone/table_2_5.csv--Key_0_0-miniboone/table_1_3.csv--Key_0_0-miniboone/table_1_2.csv--Key_0_0-miniboone/table_1_1.csv,ARDA,miniboone,,59.56986594200134,55.54104542732239,,0.8733333333333333,4.028820514678955,"{'miniboone/table_1_2.csv.ParticleID_0': 0.11166666666666665, 'miniboone/table_1_3.csv.ParticleID_1': 0.1086666666666666, 'miniboone/table_1_3.csv.ParticleID_17': 0.05266666666666662, 'miniboone/table_0_0.csv.ParticleID_43': 0.03299999999999996, 'miniboone/table_0_0.csv.ParticleID_19': 0.028666666666666618, 'miniboone/table_1_3.csv.ParticleID_32': 0.018333333333333313, 'miniboone/table_1_1.csv.ParticleID_47': 0.011333333333333306, 'miniboone/table_1_2.csv.Key_1_2': 0.004666666666666619, 'miniboone/table_1_1.csv.ParticleID_30': 0.004333333333333323, 'miniboone/table_1_2.csv.ParticleID_48': 0.0006666666666666377, 'miniboone/table_0_0.csv.ParticleID_33': -0.0010000000000000453, 'miniboone/table_1_2.csv.ParticleID_37': -0.0016666666666667052, 'miniboone/table_1_1.csv.ParticleID_40': -0.002000000000000046, 'miniboone/table_0_0.csv.Key_0_0': -0.00466666666666673}","['miniboone/table_1_2.csv.ParticleID_48', 'miniboone/table_1_1.csv.ParticleID_47', 'miniboone/table_1_2.csv.ParticleID_37', 'miniboone/table_1_1.csv.ParticleID_40', 'miniboone/table_1_3.csv.ParticleID_32', 'miniboone/table_1_3.csv.ParticleID_17', 'miniboone/table_1_1.csv.ParticleID_30', 'miniboone/table_1_2.csv.ParticleID_0', 'miniboone/table_1_3.csv.ParticleID_1', 'miniboone/table_1_2.csv.Key_1_2', 'miniboone/table_0_0.csv.ParticleID_19', 'miniboone/table_0_0.csv.ParticleID_33', 'miniboone/table_0_0.csv.ParticleID_43', 'miniboone/table_0_0.csv.Key_0_0']",,,,
RandomForest,miniboone/table_0_0.csv--ParticleID_11-miniboone/table_2_4.csv--ParticleID_29-miniboone/table_2_12.csv--ParticleID_43-miniboone/table_2_6.csv--ParticleID_33-miniboone/table_2_9.csv--ParticleID_14-miniboone/table_3_14.csv--ParticleID_12-miniboone/table_2_11.csv--ParticleID_43-miniboone/table_2_7.csv--ParticleID_43-miniboone/table_3_13.csv--ParticleID_15-miniboone/table_3_15.csv--ParticleID_4-miniboone/table_2_8.csv--ParticleID_19-miniboone/table_2_10.csv--ParticleID_3-miniboone/table_2_5.csv--Key_0_0-miniboone/table_1_3.csv--Key_0_0-miniboone/table_1_2.csv--Key_0_0-miniboone/table_1_1.csv,ARDA,miniboone,,59.56986594200134,55.54104542732239,,0.8883333333333333,4.028820514678955,"{'miniboone/table_1_2.csv.ParticleID_0': 0.09299999999999994, 'miniboone/table_1_3.csv.ParticleID_1': 0.06433333333333331, 'miniboone/table_1_3.csv.ParticleID_17': 0.039999999999999966, 'miniboone/table_0_0.csv.ParticleID_43': 0.029333333333333322, 'miniboone/table_0_0.csv.ParticleID_19': 0.01599999999999997, 'miniboone/table_1_1.csv.ParticleID_47': 0.006666666666666643, 'miniboone/table_1_3.csv.ParticleID_32': 0.006333333333333302, 'miniboone/table_1_1.csv.ParticleID_30': 0.006333333333333302, 'miniboone/table_1_2.csv.ParticleID_37': 0.006333333333333279, 'miniboone/table_1_2.csv.ParticleID_48': 0.00499999999999996, 'miniboone/table_0_0.csv.ParticleID_33': 0.003999999999999959, 'miniboone/table_1_1.csv.ParticleID_40': 0.00366666666666664, 'miniboone/table_0_0.csv.Key_0_0': -0.00033333333333336325, 'miniboone/table_1_2.csv.Key_1_2': -0.0016666666666667052}","['miniboone/table_1_2.csv.ParticleID_48', 'miniboone/table_1_1.csv.ParticleID_47', 'miniboone/table_1_2.csv.ParticleID_37', 'miniboone/table_1_1.csv.ParticleID_40', 'miniboone/table_1_3.csv.ParticleID_32', 'miniboone/table_1_3.csv.ParticleID_17', 'miniboone/table_1_1.csv.ParticleID_30', 'miniboone/table_1_2.csv.ParticleID_0', 'miniboone/table_1_3.csv.ParticleID_1', 'miniboone/table_1_2.csv.Key_1_2', 'miniboone/table_0_0.csv.ParticleID_19', 'miniboone/table_0_0.csv.ParticleID_33', 'miniboone/table_0_0.csv.ParticleID_43', 'miniboone/table_0_0.csv.Key_0_0']",,,,
ExtraTrees,miniboone/table_0_0.csv--ParticleID_11-miniboone/table_2_4.csv--ParticleID_29-miniboone/table_2_12.csv--ParticleID_43-miniboone/table_2_6.csv--ParticleID_33-miniboone/table_2_9.csv--ParticleID_14-miniboone/table_3_14.csv--ParticleID_12-miniboone/table_2_11.csv--ParticleID_43-miniboone/table_2_7.csv--ParticleID_43-miniboone/table_3_13.csv--ParticleID_15-miniboone/table_3_15.csv--ParticleID_4-miniboone/table_2_8.csv--ParticleID_19-miniboone/table_2_10.csv--ParticleID_3-miniboone/table_2_5.csv--Key_0_0-miniboone/table_1_3.csv--Key_0_0-miniboone/table_1_2.csv--Key_0_0-miniboone/table_1_1.csv,ARDA,miniboone,,59.56986594200134,55.54104542732239,,0.8716666666666667,4.028820514678955,"{'miniboone/table_1_2.csv.ParticleID_0': 0.10000000000000002, 'miniboone/table_1_3.csv.ParticleID_1': 0.03333333333333335, 'miniboone/table_0_0.csv.ParticleID_43': 0.03166666666666669, 'miniboone/table_1_3.csv.ParticleID_17': 0.02100000000000004, 'miniboone/table_0_0.csv.ParticleID_19': 0.01666666666666672, 'miniboone/table_1_3.csv.ParticleID_32': 0.013333333333333374, 'miniboone/table_1_2.csv.ParticleID_48': 0.008666666666666711, 'miniboone/table_1_2.csv.ParticleID_37': 0.002333333333333365, 'miniboone/table_0_0.csv.ParticleID_33': 0.002000000000000024, 'miniboone/table_1_1.csv.ParticleID_40': 0.0006666666666667043, 'miniboone/table_1_2.csv.Key_1_2': 0.0003333333333333854, 'miniboone/table_1_1.csv.ParticleID_47': -0.0009999999999999564, 'miniboone/table_0_0.csv.Key_0_0': -0.003999999999999981, 'miniboone/table_1_1.csv.ParticleID_30': -0.006333333333333279}","['miniboone/table_1_2.csv.ParticleID_48', 'miniboone/table_1_1.csv.ParticleID_47', 'miniboone/table_1_2.csv.ParticleID_37', 'miniboone/table_1_1.csv.ParticleID_40', 'miniboone/table_1_3.csv.ParticleID_32', 'miniboone/table_1_3.csv.ParticleID_17', 'miniboone/table_1_1.csv.ParticleID_30', 'miniboone/table_1_2.csv.ParticleID_0', 'miniboone/table_1_3.csv.ParticleID_1', 'miniboone/table_1_2.csv.Key_1_2', 'miniboone/table_0_0.csv.ParticleID_19', 'miniboone/table_0_0.csv.ParticleID_33', 'miniboone/table_0_0.csv.ParticleID_43', 'miniboone/table_0_0.csv.Key_0_0']",,,,
XGBoost,miniboone/table_0_0.csv--ParticleID_11-miniboone/table_2_4.csv--ParticleID_29-miniboone/table_2_12.csv--ParticleID_43-miniboone/table_2_6.csv--ParticleID_33-miniboone/table_2_9.csv--ParticleID_14-miniboone/table_3_14.csv--ParticleID_12-miniboone/table_2_11.csv--ParticleID_43-miniboone/table_2_7.csv--ParticleID_43-miniboone/table_3_13.csv--ParticleID_15-miniboone/table_3_15.csv--ParticleID_4-miniboone/table_2_8.csv--ParticleID_19-miniboone/table_2_10.csv--ParticleID_3-miniboone/table_2_5.csv--Key_0_0-miniboone/table_1_3.csv--Key_0_0-miniboone/table_1_2.csv--Key_0_0-miniboone/table_1_1.csv,ARDA,miniboone,,59.56986594200134,55.54104542732239,,0.875,4.028820514678955,"{'miniboone/table_1_3.csv.ParticleID_1': 0.12366666666666667, 'miniboone/table_1_2.csv.ParticleID_0': 0.10966666666666669, 'miniboone/table_1_3.csv.ParticleID_17': 0.04500000000000002, 'miniboone/table_0_0.csv.ParticleID_43': 0.031333333333333324, 'miniboone/table_0_0.csv.ParticleID_19': 0.030999999999999982, 'miniboone/table_1_3.csv.ParticleID_32': 0.01566666666666665, 'miniboone/table_1_1.csv.ParticleID_30': 0.005333333333333345, 'miniboone/table_1_1.csv.ParticleID_47': 0.0016666666666666607, 'miniboone/table_0_0.csv.ParticleID_33': 0.0006666666666666598, 'miniboone/table_1_2.csv.ParticleID_48': 0.00033333333333331885, 'miniboone/table_1_1.csv.ParticleID_40': 0.00033333333333331885, 'miniboone/table_1_2.csv.ParticleID_37': -0.002666666666666662, 'miniboone/table_1_2.csv.Key_1_2': -0.002666666666666684, 'miniboone/table_0_0.csv.Key_0_0': -0.0056666666666666645}","['miniboone/table_1_2.csv.ParticleID_48', 'miniboone/table_1_1.csv.ParticleID_47', 'miniboone/table_1_2.csv.ParticleID_37', 'miniboone/table_1_1.csv.ParticleID_40', 'miniboone/table_1_3.csv.ParticleID_32', 'miniboone/table_1_3.csv.ParticleID_17', 'miniboone/table_1_1.csv.ParticleID_30', 'miniboone/table_1_2.csv.ParticleID_0', 'miniboone/table_1_3.csv.ParticleID_1', 'miniboone/table_1_2.csv.Key_1_2', 'miniboone/table_0_0.csv.ParticleID_19', 'miniboone/table_0_0.csv.ParticleID_33', 'miniboone/table_0_0.csv.ParticleID_43', 'miniboone/table_0_0.csv.Key_0_0']",,,,
LightGBM,covertype/table_0_0.csv--Soil_Type9-covertype/table_2_4.csv--Soil_Type29-covertype/table_2_8.csv--Soil_Type30-covertype/table_2_9.csv--Soil_Type26-covertype/table_2_7.csv--Soil_Type33-covertype/table_2_10.csv--Soil_Type37-covertype/table_2_12.csv--Soil_Type23-covertype/table_2_11.csv--Soil_Type6-covertype/table_2_5.csv--Soil_Type3-covertype/table_2_6.csv--Key_0_0-covertype/table_1_3.csv--Key_0_0-covertype/table_1_2.csv--Key_0_0-covertype/table_1_1.csv,ARDA,covertype,,91.03545045852661,87.57611560821533,,0.5566666666666666,3.4593348503112793,"{'covertype/table_1_2.csv.Horizontal_Distance_To_Hydrology': 0.019999999999999973, 'covertype/table_0_0.csv.Soil_Type33': 0.01633333333333331, 'covertype/table_1_2.csv.Aspect': 0.01633333333333329, 'covertype/table_1_3.csv.Key_1_3': 0.011999999999999988, 'covertype/table_0_0.csv.Key_0_0': 0.010333333333333283, 'covertype/table_0_0.csv.Soil_Type32': 0.0006666666666666155, 'covertype/table_0_0.csv.Soil_Type20': 0.0, 'covertype/table_1_1.csv.Hillshade_3pm': -0.0023333333333333873}","['covertype/table_1_1.csv.Hillshade_3pm', 'covertype/table_1_2.csv.Aspect', 'covertype/table_1_3.csv.Key_1_3', 'covertype/table_1_2.csv.Horizontal_Distance_To_Hydrology', 'covertype/table_0_0.csv.Soil_Type20', 'covertype/table_0_0.csv.Soil_Type36', 'covertype/table_0_0.csv.Soil_Type32', 'covertype/table_0_0.csv.Soil_Type33', 'covertype/table_0_0.csv.Key_0_0']",,,,
RandomForest,covertype/table_0_0.csv--Soil_Type9-covertype/table_2_4.csv--Soil_Type29-covertype/table_2_8.csv--Soil_Type30-covertype/table_2_9.csv--Soil_Type26-covertype/table_2_7.csv--Soil_Type33-covertype/table_2_10.csv--Soil_Type37-covertype/table_2_12.csv--Soil_Type23-covertype/table_2_11.csv--Soil_Type6-covertype/table_2_5.csv--Soil_Type3-covertype/table_2_6.csv--Key_0_0-covertype/table_1_3.csv--Key_0_0-covertype/table_1_2.csv--Key_0_0-covertype/table_1_1.csv,ARDA,covertype,,91.03545045852661,87.57611560821533,,0.5666666666666667,3.4593348503112793,"{'covertype/table_1_1.csv.Hillshade_3pm': 0.03766666666666667, 'covertype/table_1_3.csv.Key_1_3': 0.02966666666666664, 'covertype/table_1_2.csv.Aspect': 0.02966666666666662, 'covertype/table_1_2.csv.Horizontal_Distance_To_Hydrology': 0.015999999999999993, 'covertype/table_0_0.csv.Soil_Type33': 0.014666666666666628, 'covertype/table_0_0.csv.Key_0_0': 0.011666666666666648, 'covertype/table_0_0.csv.Soil_Type20': -0.004666666666666664, 'covertype/table_0_0.csv.Soil_Type32': -0.005333333333333324}","['covertype/table_1_1.csv.Hillshade_3pm', 'covertype/table_1_2.csv.Aspect', 'covertype/table_1_3.csv.Key_1_3', 'covertype/table_1_2.csv.Horizontal_Distance_To_Hydrology', 'covertype/table_0_0.csv.Soil_Type20', 'covertype/table_0_0.csv.Soil_Type36', 'covertype/table_0_0.csv.Soil_Type32', 'covertype/table_0_0.csv.Soil_Type33', 'covertype/table_0_0.csv.Key_0_0']",,,,
ExtraTrees,covertype/table_0_0.csv--Soil_Type9-covertype/table_2_4.csv--Soil_Type29-covertype/table_2_8.csv--Soil_Type30-covertype/table_2_9.csv--Soil_Type26-covertype/table_2_7.csv--Soil_Type33-covertype/table_2_10.csv--Soil_Type37-covertype/table_2_12.csv--Soil_Type23-covertype/table_2_11.csv--Soil_Type6-covertype/table_2_5.csv--Soil_Type3-covertype/table_2_6.csv--Key_0_0-covertype/table_1_3.csv--Key_0_0-covertype/table_1_2.csv--Key_0_0-covertype/table_1_1.csv,ARDA,covertype,,91.03545045852661,87.57611560821533,,0.5766666666666667,3.4593348503112793,"{'covertype/table_1_1.csv.Hillshade_3pm': 0.036999999999999963, 'covertype/table_1_2.csv.Aspect': 0.03499999999999999, 'covertype/table_1_2.csv.Horizontal_Distance_To_Hydrology': 0.032333333333333304, 'covertype/table_0_0.csv.Soil_Type33': 0.02799999999999998, 'covertype/table_1_3.csv.Key_1_3': 0.02733333333333332, 'covertype/table_0_0.csv.Key_0_0': 0.019666666666666676, 'covertype/table_0_0.csv.Soil_Type32': 0.0019999999999999797, 'covertype/table_0_0.csv.Soil_Type20': -0.00033333333333331885}","['covertype/table_1_1.csv.Hillshade_3pm', 'covertype/table_1_2.csv.Aspect', 'covertype/table_1_3.csv.Key_1_3', 'covertype/table_1_2.csv.Horizontal_Distance_To_Hydrology', 'covertype/table_0_0.csv.Soil_Type20', 'covertype/table_0_0.csv.Soil_Type36', 'covertype/table_0_0.csv.Soil_Type32', 'covertype/table_0_0.csv.Soil_Type33', 'covertype/table_0_0.csv.Key_0_0']",,,,
XGBoost,covertype/table_0_0.csv--Soil_Type9-covertype/table_2_4.csv--Soil_Type29-covertype/table_2_8.csv--Soil_Type30-covertype/table_2_9.csv--Soil_Type26-covertype/table_2_7.csv--Soil_Type33-covertype/table_2_10.csv--Soil_Type37-covertype/table_2_12.csv--Soil_Type23-covertype/table_2_11.csv--Soil_Type6-covertype/table_2_5.csv--Soil_Type3-covertype/table_2_6.csv--Key_0_0-covertype/table_1_3.csv--Key_0_0-covertype/table_1_2.csv--Key_0_0-covertype/table_1_1.csv,ARDA,covertype,,91.03545045852661,87.57611560821533,,0.5683333333333334,3.4593348503112793,"{'covertype/table_1_3.csv.Key_1_3': 0.029666666666666685, 'covertype/table_1_1.csv.Hillshade_3pm': 0.02266666666666668, 'covertype/table_1_2.csv.Aspect': 0.011666666666666714, 'covertype/table_0_0.csv.Key_0_0': 0.01100000000000001, 'covertype/table_1_2.csv.Horizontal_Distance_To_Hydrology': 0.007666666666666666, 'covertype/table_0_0.csv.Soil_Type33': 4.4408920985006264e-17, 'covertype/table_0_0.csv.Soil_Type32': -0.0016666666666666162, 'covertype/table_0_0.csv.Soil_Type20': -0.002666666666666617}","['covertype/table_1_1.csv.Hillshade_3pm', 'covertype/table_1_2.csv.Aspect', 'covertype/table_1_3.csv.Key_1_3', 'covertype/table_1_2.csv.Horizontal_Distance_To_Hydrology', 'covertype/table_0_0.csv.Soil_Type20', 'covertype/table_0_0.csv.Soil_Type36', 'covertype/table_0_0.csv.Soil_Type32', 'covertype/table_0_0.csv.Soil_Type33', 'covertype/table_0_0.csv.Key_0_0']",,,,
LightGBM,eyemove/table_0_0.csv--Key_0_0-eyemove/table_1_1.csv--Key_0_0-eyemove/table_1_2.csv--Key_0_0-eyemove/table_1_3.csv,ARDA,eyemove,,28.778746843338013,25.19920015335083,,0.49333333333333335,3.5795466899871826,"{'eyemove/table_0_0.csv.timePrtctg': 0.006000000000000017, 'eyemove/table_1_3.csv.Key_1_3': 0.000666666666666682, 'eyemove/table_0_0.csv.Key_0_0': 0.000333333333333341, 'eyemove/table_1_3.csv.pupilDiamMax': -0.0006666666666666598, 'eyemove/table_0_0.csv.firstfixDur': -0.007333333333333325, 'eyemove/table_1_1.csv.Key_1_1': -0.007999999999999997, 'eyemove/table_1_3.csv.leavingPos': -0.009333333333333338, 'eyemove/table_0_0.csv.meanFixDur': -0.017333333333333322}","['eyemove/table_1_3.csv.leavingPos', 'eyemove/table_1_1.csv.Key_1_1', 'eyemove/table_1_3.csv.Key_1_3', 'eyemove/table_1_3.csv.pupilDiamMax', 'eyemove/table_0_0.csv.meanFixDur', 'eyemove/table_0_0.csv.timePrtctg', 'eyemove/table_0_0.csv.firstfixDur', 'eyemove/table_0_0.csv.Key_0_0']",,,,
RandomForest,eyemove/table_0_0.csv--Key_0_0-eyemove/table_1_1.csv--Key_0_0-eyemove/table_1_2.csv--Key_0_0-eyemove/table_1_3.csv,ARDA,eyemove,,28.778746843338013,25.19920015335083,,0.5133333333333333,3.5795466899871826,"{'eyemove/table_1_1.csv.Key_1_1': 0.01799999999999996, 'eyemove/table_0_0.csv.timePrtctg': 0.006999999999999995, 'eyemove/table_1_3.csv.pupilDiamMax': 0.0036666666666666514, 'eyemove/table_0_0.csv.Key_0_0': 0.0036666666666666514, 'eyemove/table_1_3.csv.leavingPos': -0.000666666666666682, 'eyemove/table_0_0.csv.firstfixDur': -0.004666666666666685, 'eyemove/table_0_0.csv.meanFixDur': -0.005333333333333345, 'eyemove/table_1_3.csv.Key_1_3': -0.014666666666666694}","['eyemove/table_1_3.csv.leavingPos', 'eyemove/table_1_1.csv.Key_1_1', 'eyemove/table_1_3.csv.Key_1_3', 'eyemove/table_1_3.csv.pupilDiamMax', 'eyemove/table_0_0.csv.meanFixDur', 'eyemove/table_0_0.csv.timePrtctg', 'eyemove/table_0_0.csv.firstfixDur', 'eyemove/table_0_0.csv.Key_0_0']",,,,
ExtraTrees,eyemove/table_0_0.csv--Key_0_0-eyemove/table_1_1.csv--Key_0_0-eyemove/table_1_2.csv--Key_0_0-eyemove/table_1_3.csv,ARDA,eyemove,,28.778746843338013,25.19920015335083,,0.5033333333333333,3.5795466899871826,"{'eyemove/table_0_0.csv.meanFixDur': 0.009999999999999976, 'eyemove/table_1_1.csv.Key_1_1': 0.009666666666666634, 'eyemove/table_0_0.csv.firstfixDur': 0.009333333333333305, 'eyemove/table_1_3.csv.pupilDiamMax': 0.008333333333333304, 'eyemove/table_1_3.csv.leavingPos': -0.004000000000000059, 'eyemove/table_0_0.csv.Key_0_0': -0.00933333333333337, 'eyemove/table_0_0.csv.timePrtctg': -0.011000000000000032, 'eyemove/table_1_3.csv.Key_1_3': -0.03200000000000003}","['eyemove/table_1_3.csv.leavingPos', 'eyemove/table_1_1.csv.Key_1_1', 'eyemove/table_1_3.csv.Key_1_3', 'eyemove/table_1_3.csv.pupilDiamMax', 'eyemove/table_0_0.csv.meanFixDur', 'eyemove/table_0_0.csv.timePrtctg', 'eyemove/table_0_0.csv.firstfixDur', 'eyemove/table_0_0.csv.Key_0_0']",,,,
XGBoost,eyemove/table_0_0.csv--Key_0_0-eyemove/table_1_1.csv--Key_0_0-eyemove/table_1_2.csv--Key_0_0-eyemove/table_1_3.csv,ARDA,eyemove,,28.778746843338013,25.19920015335083,,0.515,3.5795466899871826,"{'eyemove/table_0_0.csv.Key_0_0': 0.017000000000000015, 'eyemove/table_0_0.csv.timePrtctg': 0.010000000000000009, 'eyemove/table_1_1.csv.Key_1_1': 0.005666666666666686, 'eyemove/table_1_3.csv.leavingPos': -0.0063333333333333245, 'eyemove/table_1_3.csv.pupilDiamMax': -0.008000000000000007, 'eyemove/table_0_0.csv.firstfixDur': -0.008666666666666645, 'eyemove/table_1_3.csv.Key_1_3': -0.01399999999999999, 'eyemove/table_0_0.csv.meanFixDur': -0.015666666666666627}","['eyemove/table_1_3.csv.leavingPos', 'eyemove/table_1_1.csv.Key_1_1', 'eyemove/table_1_3.csv.Key_1_3', 'eyemove/table_1_3.csv.pupilDiamMax', 'eyemove/table_0_0.csv.meanFixDur', 'eyemove/table_0_0.csv.timePrtctg', 'eyemove/table_0_0.csv.firstfixDur', 'eyemove/table_0_0.csv.Key_0_0']",,,,
LightGBM,bioresponse/table_0_0.csv--D235-bioresponse/table_3_23.csv--D935-bioresponse/table_3_14.csv--D34-bioresponse/table_3_34.csv--D176-bioresponse/table_3_25.csv--D935-bioresponse/table_3_32.csv--D34-bioresponse/table_2_11.csv--D415-bioresponse/table_2_8.csv--D399-bioresponse/table_3_21.csv--D190-bioresponse/table_2_4.csv--D190-bioresponse/table_4_40.csv--D926-bioresponse/table_3_35.csv--D926-bioresponse/table_3_37.csv--D137-bioresponse/table_3_24.csv--D422-bioresponse/table_2_6.csv--D137-bioresponse/table_3_30.csv--D415-bioresponse/table_3_28.csv--D190-bioresponse/table_3_31.csv--D422-bioresponse/table_2_12.csv--D399-bioresponse/table_2_10.csv--Key_0_0-bioresponse/table_1_3.csv--Key_0_0-bioresponse/table_1_2.csv--Key_0_0-bioresponse/table_1_1.csv,ARDA,bioresponse,,137.56103491783142,133.87527704238892,,0.6133333333333333,3.685757875442505,"{'bioresponse/table_1_1.csv.D107': 0.1066666666666666, 'bioresponse/table_0_0.csv.D137': 0.01699999999999995, 'bioresponse/table_0_0.csv.D415': 0.008333333333333281, 'bioresponse/table_0_0.csv.D926': 0.006333333333333302, 'bioresponse/table_1_2.csv.Key_1_2': 0.0006666666666666155, 'bioresponse/table_0_0.csv.D34': 0.0006666666666665932, 'bioresponse/table_0_0.csv.D176': 0.0, 'bioresponse/table_0_0.csv.D235': 0.0, 'bioresponse/table_0_0.csv.D399': -0.000333333333333341, 'bioresponse/table_0_0.csv.D190': -0.00033333333333336325, 'bioresponse/table_0_0.csv.D935': -0.00033333333333336325, 'bioresponse/table_0_0.csv.D422': -0.001333333333333364, 'bioresponse/table_0_0.csv.Key_0_0': -0.003666666666666707}","['bioresponse/table_1_2.csv.Key_1_2', 'bioresponse/table_1_1.csv.D107', 'bioresponse/table_0_0.csv.D34', 'bioresponse/table_0_0.csv.D137', 'bioresponse/table_0_0.csv.D415', 'bioresponse/table_0_0.csv.D190', 'bioresponse/table_0_0.csv.D422', 'bioresponse/table_0_0.csv.D399', 'bioresponse/table_0_0.csv.D935', 'bioresponse/table_0_0.csv.D176', 'bioresponse/table_0_0.csv.D926', 'bioresponse/table_0_0.csv.D235', 'bioresponse/table_0_0.csv.Key_0_0']",,,,
