algorithm,data_path,approach,data_label,join_time,total_time,feature_selection_time,depth,accuracy,train_time,feature_importance,join_path_features,cutoff_threshold,redundancy_threshold,rank,top_k
ExtraTrees,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,5.571509838104248,2.382080316543579,,0.6401028277634961,3.189429521560669,"{'steel/table_1_1.csv.V10': 0.03598971722365039, 'steel/table_1_1.csv.V21': 0.00822622107969151, 'steel/table_0_0.csv.V13': 0.004113110539845777, 'steel/table_0_0.csv.V12': 0.0010282776349614497, 'steel/table_0_0.csv.Key_0_0': -0.0210796915167095, 'steel/table_1_1.csv.Key_1_1': -0.024678663239074528}","['steel/table_0_0.csv.V12', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_1.csv.Key_1_1', 'steel/table_0_0.csv.V13', 'steel/table_1_1.csv.V21', 'steel/table_1_1.csv.V10']",0.65,,1.1417899985042508,15
XGBoost,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,5.571509838104248,2.382080316543579,,0.6580976863753213,3.189429521560669,"{'steel/table_1_1.csv.V10': 0.05192802056555266, 'steel/table_0_0.csv.V12': 0.026735218508997405, 'steel/table_1_1.csv.V21': 0.006683804627249312, 'steel/table_0_0.csv.V13': 0.0, 'steel/table_0_0.csv.Key_0_0': -0.0107969151670952, 'steel/table_1_1.csv.Key_1_1': -0.022107969151670993}","['steel/table_0_0.csv.V12', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_1.csv.Key_1_1', 'steel/table_0_0.csv.V13', 'steel/table_1_1.csv.V21', 'steel/table_1_1.csv.V10']",0.65,,1.1417899985042508,15
LightGBM,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_1', 'steel/table_2_4.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_11.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_1', 'steel/table_2_5.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_12.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_10.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,6.21423602104187,2.382080316543579,,0.7043701799485861,3.832155704498291,"{'steel/table_2_4.csv.V7': 0.06786632390745498, 'steel/table_1_3.csv.V20': 0.0452442159383033, 'steel/table_1_2.csv.V25': 0.034961439588688914, 'steel/table_0_0.csv.V12': 0.022107969151670903, 'steel/table_1_3.csv.V16': 0.012339331619537241, 'steel/table_2_5.csv.V4': 0.010282776349614364, 'steel/table_1_1.csv.V10': 0.007197943444730059, 'steel/table_0_0.csv.V13': 0.005655526992287862, 'steel/table_1_2.csv.Key_1_2': 0.0025706940874035576, 'steel/table_2_4.csv.Key_2_4': 0.0025706940874035576, 'steel/table_1_2.csv.V26': 0.0025706940874035355, 'steel/table_2_11.csv.Key_2_11': 0.0005141388174806805, 'steel/table_2_12.csv.Key_1_3': 0.0, 'steel/table_2_5.csv.V3': 0.0, 'steel/table_2_10.csv.V24': -4.4408920985006264e-17, 'steel/table_2_10.csv.V23': -0.0005141388174807471, 'steel/table_1_1.csv.V21': -0.0015424164524421747, 'steel/table_2_11.csv.V18': -0.004627249357326502, 'steel/table_1_3.csv.Key_1_3': -0.005655526992287929, 'steel/table_1_1.csv.Key_1_1': -0.006683804627249379, 'steel/table_2_4.csv.V19': -0.0071979434447301035, 'steel/table_2_11.csv.V1': -0.007712082262210829, 'steel/table_2_10.csv.Key_2_10': -0.00925449871465298, 'steel/table_0_0.csv.Key_0_0': -0.009768637532133705, 'steel/table_2_5.csv.Key_2_5': -0.012339331619537286, 'steel/table_2_12.csv.Key_2_12': -0.015938303341902337}","['steel/table_2_11.csv.V1', 'steel/table_2_4.csv.V7', 'steel/table_2_11.csv.V18', 'steel/table_2_10.csv.V23', 'steel/table_2_11.csv.Key_2_11', 'steel/table_2_4.csv.V19', 'steel/table_1_1.csv.Key_1_1', 'steel/table_2_4.csv.Key_2_4', 'steel/table_1_1.csv.V10', 'steel/table_2_10.csv.V24', 'steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_2_12.csv.Key_1_3', 'steel/table_2_5.csv.V4', 'steel/table_2_5.csv.Key_2_5', 'steel/table_1_2.csv.Key_1_2', 'steel/table_2_12.csv.Key_2_12', 'steel/table_2_5.csv.V3', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_3.csv.V20', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_2_10.csv.Key_2_10', 'steel/table_1_2.csv.V25']",0.65,,1.1206724409672975,15
RandomForest,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_1', 'steel/table_2_4.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_11.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_1', 'steel/table_2_5.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_12.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_10.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,6.21423602104187,2.382080316543579,,0.7429305912596401,3.832155704498291,"{'steel/table_1_2.csv.V25': 0.030334190231362478, 'steel/table_1_3.csv.V16': 0.02107969151670952, 'steel/table_0_0.csv.V12': 0.01850899742930594, 'steel/table_1_3.csv.V20': 0.015938303341902337, 'steel/table_0_0.csv.V13': 0.015424164524421613, 'steel/table_1_1.csv.V10': 0.01491002570694091, 'steel/table_2_4.csv.V7': 0.014395886889460164, 'steel/table_2_5.csv.V3': 0.01388174807197946, 'steel/table_1_2.csv.V26': 0.011311053984575836, 'steel/table_2_5.csv.V4': 0.008740359897172256, 'steel/table_2_4.csv.V19': 0.008226221079691532, 'steel/table_2_5.csv.Key_2_5': 0.007197943444730082, 'steel/table_1_1.csv.V21': 0.006169665809768654, 'steel/table_2_10.csv.V24': 0.0051413881748072045, 'steel/table_2_4.csv.Key_2_4': 0.004627249357326502, 'steel/table_1_3.csv.Key_1_3': 0.0035989717223650296, 'steel/table_2_10.csv.V23': 0.003084832904884327, 'steel/table_2_11.csv.V1': 0.0020565552699228773, 'steel/table_2_12.csv.Key_2_12': 0.0010282776349614497, 'steel/table_1_2.csv.Key_1_2': 2.2204460492503132e-17, 'steel/table_2_12.csv.Key_1_3': -0.0005141388174807026, 'steel/table_0_0.csv.Key_0_0': -0.0015424164524421302, 'steel/table_2_11.csv.Key_2_11': -0.002056555269922833, 'steel/table_2_11.csv.V18': -0.002056555269922855, 'steel/table_2_10.csv.Key_2_10': -0.002056555269922855, 'steel/table_1_1.csv.Key_1_1': -0.004627249357326457}","['steel/table_2_11.csv.V1', 'steel/table_2_4.csv.V7', 'steel/table_2_11.csv.V18', 'steel/table_2_10.csv.V23', 'steel/table_2_11.csv.Key_2_11', 'steel/table_2_4.csv.V19', 'steel/table_1_1.csv.Key_1_1', 'steel/table_2_4.csv.Key_2_4', 'steel/table_1_1.csv.V10', 'steel/table_2_10.csv.V24', 'steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_2_12.csv.Key_1_3', 'steel/table_2_5.csv.V4', 'steel/table_2_5.csv.Key_2_5', 'steel/table_1_2.csv.Key_1_2', 'steel/table_2_12.csv.Key_2_12', 'steel/table_2_5.csv.V3', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_3.csv.V20', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_2_10.csv.Key_2_10', 'steel/table_1_2.csv.V25']",0.65,,1.1206724409672975,15
ExtraTrees,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_1', 'steel/table_2_4.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_11.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_1', 'steel/table_2_5.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_12.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_10.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,6.21423602104187,2.382080316543579,,0.7223650385604113,3.832155704498291,"{'steel/table_1_3.csv.V16': 0.012339331619537309, 'steel/table_1_2.csv.V25': 0.012339331619537286, 'steel/table_1_3.csv.V20': 0.009768637532133705, 'steel/table_1_2.csv.V26': 0.00925449871465298, 'steel/table_2_5.csv.V3': 0.008740359897172279, 'steel/table_1_2.csv.Key_1_2': 0.008740359897172279, 'steel/table_2_4.csv.V19': 0.0071979434447301035, 'steel/table_1_1.csv.V10': 0.006169665809768676, 'steel/table_0_0.csv.Key_0_0': 0.006169665809768676, 'steel/table_2_12.csv.Key_2_12': 0.005141388174807226, 'steel/table_2_10.csv.V23': 0.004113110539845799, 'steel/table_0_0.csv.V13': 0.0035989717223650743, 'steel/table_1_1.csv.Key_1_1': 0.0030848329048843715, 'steel/table_2_5.csv.Key_2_5': 0.0030848329048843493, 'steel/table_2_10.csv.Key_2_10': 0.0020565552699229215, 'steel/table_0_0.csv.V12': 0.0020565552699229215, 'steel/table_2_5.csv.V4': 0.0005141388174807693, 'steel/table_2_10.csv.V24': 6.661338147750939e-17, 'steel/table_2_11.csv.V18': 6.661338147750939e-17, 'steel/table_2_4.csv.Key_2_4': -0.001542416452442108, 'steel/table_2_4.csv.V7': -0.002056555269922833, 'steel/table_1_3.csv.Key_1_3': -0.002056555269922833, 'steel/table_2_12.csv.Key_1_3': -0.002056555269922855, 'steel/table_2_11.csv.Key_2_11': -0.0025706940874035576, 'steel/table_2_11.csv.V1': -0.0035989717223650075, 'steel/table_1_1.csv.V21': -0.011311053984575815}","['steel/table_2_11.csv.V1', 'steel/table_2_4.csv.V7', 'steel/table_2_11.csv.V18', 'steel/table_2_10.csv.V23', 'steel/table_2_11.csv.Key_2_11', 'steel/table_2_4.csv.V19', 'steel/table_1_1.csv.Key_1_1', 'steel/table_2_4.csv.Key_2_4', 'steel/table_1_1.csv.V10', 'steel/table_2_10.csv.V24', 'steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_2_12.csv.Key_1_3', 'steel/table_2_5.csv.V4', 'steel/table_2_5.csv.Key_2_5', 'steel/table_1_2.csv.Key_1_2', 'steel/table_2_12.csv.Key_2_12', 'steel/table_2_5.csv.V3', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_3.csv.V20', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_2_10.csv.Key_2_10', 'steel/table_1_2.csv.V25']",0.65,,1.1206724409672975,15
XGBoost,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_1', 'steel/table_2_4.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_11.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_1', 'steel/table_2_5.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_12.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_10.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,6.21423602104187,2.382080316543579,,0.7146529562982005,3.832155704498291,"{'steel/table_2_4.csv.V7': 0.08946015424164519, 'steel/table_0_0.csv.V12': 0.08740359897172231, 'steel/table_1_3.csv.V20': 0.05809768637532127, 'steel/table_1_2.csv.V25': 0.029305912596400963, 'steel/table_2_5.csv.V4': 0.024678663239074482, 'steel/table_1_3.csv.V16': 0.010282776349614341, 'steel/table_1_2.csv.V26': 0.0077120822622107395, 'steel/table_2_5.csv.Key_2_5': 0.00411311053984571, 'steel/table_1_1.csv.V10': 0.0035989717223650075, 'steel/table_2_4.csv.V19': 0.0030848329048842825, 'steel/table_2_11.csv.V18': 0.001028277634961361, 'steel/table_0_0.csv.Key_0_0': 0.0005141388174806805, 'steel/table_2_12.csv.Key_1_3': 0.0, 'steel/table_1_1.csv.V21': 0.0, 'steel/table_0_0.csv.V13': 0.0, 'steel/table_2_5.csv.V3': 0.0, 'steel/table_2_4.csv.Key_2_4': -0.0005141388174807693, 'steel/table_2_10.csv.Key_2_10': -0.0005141388174807693, 'steel/table_2_11.csv.Key_2_11': -0.0020565552699228994, 'steel/table_1_2.csv.Key_1_2': -0.0025706940874036244, 'steel/table_2_10.csv.V23': -0.0025706940874036244, 'steel/table_2_10.csv.V24': -0.006169665809768676, 'steel/table_2_12.csv.Key_2_12': -0.007197943444730149, 'steel/table_1_3.csv.Key_1_3': -0.008740359897172279, 'steel/table_2_11.csv.V1': -0.009768637532133705, 'steel/table_1_1.csv.Key_1_1': -0.010796915167095156}","['steel/table_2_11.csv.V1', 'steel/table_2_4.csv.V7', 'steel/table_2_11.csv.V18', 'steel/table_2_10.csv.V23', 'steel/table_2_11.csv.Key_2_11', 'steel/table_2_4.csv.V19', 'steel/table_1_1.csv.Key_1_1', 'steel/table_2_4.csv.Key_2_4', 'steel/table_1_1.csv.V10', 'steel/table_2_10.csv.V24', 'steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_2_12.csv.Key_1_3', 'steel/table_2_5.csv.V4', 'steel/table_2_5.csv.Key_2_5', 'steel/table_1_2.csv.Key_1_2', 'steel/table_2_12.csv.Key_2_12', 'steel/table_2_5.csv.V3', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_3.csv.V20', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_2_10.csv.Key_2_10', 'steel/table_1_2.csv.V25']",0.65,,1.1206724409672975,15
LightGBM,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_10.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,5.861202955245972,2.382080316543579,,0.7275064267352185,3.4791226387023926,"{'steel/table_0_0.csv.V12': 0.06272493573264779, 'steel/table_1_3.csv.V20': 0.0426735218508997, 'steel/table_1_2.csv.V25': 0.042159383033419, 'steel/table_1_1.csv.V10': 0.030334190231362433, 'steel/table_1_3.csv.V16': 0.020051413881748047, 'steel/table_1_2.csv.V26': 0.007197943444730059, 'steel/table_2_10.csv.Key_2_10': 0.002056555269922855, 'steel/table_2_10.csv.V24': 0.0015424164524421302, 'steel/table_0_0.csv.V13': 0.0, 'steel/table_1_1.csv.V21': 0.0, 'steel/table_1_3.csv.Key_1_3': -0.004627249357326502, 'steel/table_0_0.csv.Key_0_0': -0.005655526992287952, 'steel/table_1_2.csv.Key_1_2': -0.007712082262210829, 'steel/table_2_10.csv.V23': -0.007712082262210851, 'steel/table_1_1.csv.Key_1_1': -0.010282776349614432}","['steel/table_2_10.csv.Key_2_10', 'steel/table_2_10.csv.V24', 'steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_2_10.csv.V23', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_2.csv.Key_1_2', 'steel/table_1_3.csv.V20', 'steel/table_1_1.csv.Key_1_1', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_1_1.csv.V10', 'steel/table_1_2.csv.V25']",0.65,,1.0817056565195662,15
RandomForest,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_10.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,5.861202955245972,2.382080316543579,,0.7300771208226221,3.4791226387023926,"{'steel/table_1_3.csv.V20': 0.054498714652956304, 'steel/table_1_2.csv.V25': 0.034961439588688956, 'steel/table_1_1.csv.V10': 0.025192802056555275, 'steel/table_1_3.csv.V16': 0.021593830334190222, 'steel/table_1_2.csv.V26': 0.015938303341902316, 'steel/table_2_10.csv.Key_2_10': 0.013881748071979417, 'steel/table_0_0.csv.V12': 0.011825192802056562, 'steel/table_0_0.csv.Key_0_0': 0.010282776349614386, 'steel/table_2_10.csv.V23': 0.00925449871465298, 'steel/table_0_0.csv.V13': 0.009254498714652958, 'steel/table_2_10.csv.V24': 0.008740359897172234, 'steel/table_1_1.csv.Key_1_1': 0.008740359897172234, 'steel/table_1_1.csv.V21': 0.004627249357326502, 'steel/table_1_3.csv.Key_1_3': 0.0005141388174807249, 'steel/table_1_2.csv.Key_1_2': 2.2204460492503132e-17}","['steel/table_2_10.csv.Key_2_10', 'steel/table_2_10.csv.V24', 'steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_2_10.csv.V23', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_2.csv.Key_1_2', 'steel/table_1_3.csv.V20', 'steel/table_1_1.csv.Key_1_1', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_1_1.csv.V10', 'steel/table_1_2.csv.V25']",0.65,,1.0817056565195662,15
ExtraTrees,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_10.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,5.861202955245972,2.382080316543579,,0.7172236503856041,3.4791226387023926,"{'steel/table_1_3.csv.V20': 0.0493573264781491, 'steel/table_1_3.csv.V16': 0.03907455012853469, 'steel/table_0_0.csv.V12': 0.020051413881748026, 'steel/table_1_2.csv.V26': 0.018508997429305916, 'steel/table_1_2.csv.V25': 0.014910025706940866, 'steel/table_1_1.csv.V10': 0.014910025706940843, 'steel/table_2_10.csv.V24': 0.011311053984575815, 'steel/table_0_0.csv.V13': 0.011311053984575815, 'steel/table_1_3.csv.Key_1_3': 0.010282776349614364, 'steel/table_2_10.csv.Key_2_10': 0.009768637532133662, 'steel/table_0_0.csv.Key_0_0': 0.00822622107969151, 'steel/table_1_1.csv.Key_1_1': 0.007197943444730082, 'steel/table_1_2.csv.Key_1_2': 0.006169665809768632, 'steel/table_2_10.csv.V23': 0.006169665809768609, 'steel/table_1_1.csv.V21': -0.00822622107969151}","['steel/table_2_10.csv.Key_2_10', 'steel/table_2_10.csv.V24', 'steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_2_10.csv.V23', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_2.csv.Key_1_2', 'steel/table_1_3.csv.V20', 'steel/table_1_1.csv.Key_1_1', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_1_1.csv.V10', 'steel/table_1_2.csv.V25']",0.65,,1.0817056565195662,15
XGBoost,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv', 'Key_1_1', 'Key_1_3', 'steel/table_2_10.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,5.861202955245972,2.382080316543579,,0.7043701799485861,3.4791226387023926,"{'steel/table_1_2.csv.V25': 0.06272493573264779, 'steel/table_1_3.csv.V20': 0.06272493573264777, 'steel/table_0_0.csv.V12': 0.05655526992287916, 'steel/table_1_2.csv.V26': 0.01799485861182515, 'steel/table_1_1.csv.V10': 0.015424164524421524, 'steel/table_1_3.csv.V16': 0.005655526992287862, 'steel/table_2_10.csv.Key_2_10': 0.002056555269922833, 'steel/table_0_0.csv.Key_0_0': 0.0010282776349614053, 'steel/table_0_0.csv.V13': 0.0, 'steel/table_1_1.csv.V21': 0.0, 'steel/table_1_2.csv.Key_1_2': -0.0015424164524421968, 'steel/table_2_10.csv.V24': -0.004627249357326502, 'steel/table_1_3.csv.Key_1_3': -0.004627249357326524, 'steel/table_1_1.csv.Key_1_1': -0.007712082262210851, 'steel/table_2_10.csv.V23': -0.012339331619537309}","['steel/table_2_10.csv.Key_2_10', 'steel/table_2_10.csv.V24', 'steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_2_10.csv.V23', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_2.csv.Key_1_2', 'steel/table_1_3.csv.V20', 'steel/table_1_1.csv.Key_1_1', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_1_1.csv.V10', 'steel/table_1_2.csv.V25']",0.65,,1.0817056565195662,15
LightGBM,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,5.7835259437561035,2.382080316543579,,0.7275064267352185,3.4014456272125244,"{'steel/table_1_2.csv.V25': 0.06426735218508997, 'steel/table_0_0.csv.V12': 0.056041131105398434, 'steel/table_1_3.csv.V20': 0.054498714652956234, 'steel/table_1_3.csv.V16': 0.030334190231362433, 'steel/table_1_1.csv.V10': 0.02982005141388173, 'steel/table_1_1.csv.Key_1_1': 0.0020565552699228773, 'steel/table_1_2.csv.Key_1_2': 0.0010282776349614497, 'steel/table_1_2.csv.V26': 0.0005141388174807249, 'steel/table_0_0.csv.V13': 0.0, 'steel/table_1_3.csv.Key_1_3': 0.0, 'steel/table_1_1.csv.V21': 0.0, 'steel/table_0_0.csv.Key_0_0': -0.006683804627249423}","['steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_3.csv.V20', 'steel/table_1_2.csv.Key_1_2', 'steel/table_1_1.csv.Key_1_1', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_1_1.csv.V10', 'steel/table_1_2.csv.V25']",0.65,,1.0614201771807712,15
RandomForest,"[['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_3.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_2.csv'], ['steel/table_0_0.csv', 'Key_0_0', 'Key_0_0', 'steel/table_1_1.csv']]",TFD_BFS,steel,,5.7835259437561035,2.382080316543579,,0.7069408740359897,3.4014456272125244,"{'steel/table_1_3.csv.V20': 0.019537275064267345, 'steel/table_1_3.csv.V16': 0.019023136246786664, 'steel/table_1_1.csv.V10': 0.014910025706940843, 'steel/table_0_0.csv.V13': 0.012853470437017988, 'steel/table_0_0.csv.V12': 0.012339331619537264, 'steel/table_1_2.csv.V25': 0.007197943444730082, 'steel/table_1_2.csv.V26': 0.0030848329048842825, 'steel/table_0_0.csv.Key_0_0': -0.004627249357326502, 'steel/table_1_1.csv.Key_1_1': -0.009768637532133705, 'steel/table_1_1.csv.V21': -0.01182519280205654, 'steel/table_1_2.csv.Key_1_2': -0.013881748071979439, 'steel/table_1_3.csv.Key_1_3': -0.014395886889460141}","['steel/table_0_0.csv.V12', 'steel/table_1_2.csv.V26', 'steel/table_0_0.csv.Key_0_0', 'steel/table_1_3.csv.V20', 'steel/table_1_2.csv.Key_1_2', 'steel/table_1_1.csv.Key_1_1', 'steel/table_0_0.csv.V13', 'steel/table_1_3.csv.Key_1_3', 'steel/table_1_1.csv.V21', 'steel/table_1_3.csv.V16', 'steel/table_1_1.csv.V10', 'steel/table_1_2.csv.V25']",0.65,,1.0614201771807712,15
