approach,dataset,algorithm,depth,accuracy,join_time,train_time,total_time,feature_importances,fs_time
join_all_ffs,other-data/decision-trees-split/steel-plate-fault,CART,13,0.9167130762297193,0.01527714729309082,0.06730508804321289,27.177330255508423,"{'index_steel_plate_fault.csv': 0.003, 'V11_steel_plate_fault.csv': 0.036, 'V12_steel_plate_fault.csv': 0.06, 'V13_steel_plate_fault.csv': 0.007, 'V14_steel_plate_fault.csv': 0.172, 'V22_steel_plate_fault.csv': 0.144, 'V25_steel_plate_fault.csv': 0.21, 'V27_steel_plate_fault.csv': 0.114, 'index_type_of_fault.csv': 0.172, 'V28_type_of_fault.csv': 0.032, 'V29_type_of_fault.csv': 0.006, 'V30_type_of_fault.csv': 0.005, 'V31_type_of_fault.csv': 0.022}",27.09474802017212
join_all_ffs,other-data/decision-trees-split/steel-plate-fault,XGBoost,7,0.9308781869688385,0.01527714729309082,1.5506629943847656,125.76739740371704,"{'index_steel_plate_fault.csv': 0.007, 'V11_steel_plate_fault.csv': 0.006, 'V12_steel_plate_fault.csv': 0.213, 'V13_steel_plate_fault.csv': 0.183, 'V14_steel_plate_fault.csv': 0.227, 'V22_steel_plate_fault.csv': 0.165, 'V25_steel_plate_fault.csv': 0.193, 'V27_steel_plate_fault.csv': 0.002, 'index_type_of_fault.csv': 0.004}",124.20145726203918
