date,strong_team,weak_team,win,tournament,strong_team/other-data/decision-trees-split/football/strong_team.csv,strong_score,strong_overall,strong_avg_age,dif_overall,dif_attack,dif_deffense,dif_bu_speed,dif_bu_passing,dif_cc_crossing,dif_cc_passing,dif_cc_shooting,dif_aggression,dif_preassure,dif_avg_age,weak_team/other-data/decision-trees-split/football/weak_team.csv,weak_score,weak_overall,weak_avg_age,weak_bu_speed,weak_bu_passing,weak_bu_positioning,weak_attack,weak_deffense,weak_aggression,weak_preassure,weak_cc_crossing,weak_cc_passing,weak_cc_shooting,weak_cc_positioning,strong_bu_speed,strong_bu_passing,strong_bu_positioning,strong_attack,strong_deffense,strong_aggression,strong_preassure,strong_cc_crossing,strong_cc_passing,strong_cc_shooting,strong_cc_positioning
2013-11-15,USA,Scotland,0,Friendly,USA,0,74,27.22,1,0,-4,1,13,-5,26,-20,-15,-5,0.48,Scotland,0,73,26.74,40,45,Organised,74,71,50,40,55,40,55,Organised,41,58,Organised,82,81,46,36,52,49,52,Organised
2013-11-15,USA,Scotland,0,Friendly,USA,0,74,27.22,1,0,-4,1,13,-5,26,-20,-15,-5,0.48,Scotland,0,73,26.74,40,45,Organised,74,71,50,40,55,40,55,Organised,48,36,Organised,74,67,35,35,50,66,35,Organised
2013-11-15,USA,Scotland,0,Friendly,USA,0,74,27.22,1,0,-4,1,13,-5,26,-20,-15,-5,0.48,Scotland,0,73,26.74,40,45,Organised,74,71,50,40,55,40,55,Organised,48,36,Organised,82,81,46,36,52,49,52,Organised
2013-11-15,Turkey,Northern Ireland,1,Friendly,Turkey,1,77,25.13,7,8,5,-20,-23,4,-2,-23,-6,10,-1.09,Northern Ireland,0,70,26.22,60,56,Organised,70,69,50,40,45,50,62,Organised,40,33,Organised,78,74,44,50,49,48,39,Organised
2013-11-19,Austria,USA,1,Friendly,Austria,1,74,24.43,0,-1,7,-4,-5,-13,-28,14,2,-1,-2.79,USA,0,74,27.22,41,58,Organised,74,67,35,35,50,66,35,Organised,37,53,Organised,73,74,37,34,37,38,49,Organised
2013-11-19,Brazil,Chile,1,Friendly,Brazil,2,82,25.09,6,5,10,0,6,-8,-8,0,-7,26,-0.949999999999999,Chile,1,76,26.04,62,42,Organised,78,72,44,35,50,65,54,Organised,62,48,Organised,83,82,37,61,42,57,54,Organised
2013-11-19,Germany,England,1,Friendly,Germany,1,84,24.39,3,1,1,12,-7,-16,3,10,7,0,-1.22,England,0,81,25.61,52,47,Organised,84,81,49,47,57,51,51,Organised,70,70,Organised,71,68,70,50,60,70,70,Organised
2013-11-19,Germany,England,1,Friendly,Germany,1,84,24.39,3,1,1,12,-7,-16,3,10,7,0,-1.22,England,0,81,25.61,52,47,Organised,84,81,49,47,57,51,51,Organised,70,70,Organised,85,82,56,47,41,54,61,Organised
2013-11-19,Germany,England,1,Friendly,Germany,1,84,24.39,3,1,1,12,-7,-16,3,10,7,0,-1.22,England,0,81,25.61,52,47,Organised,84,81,49,47,57,51,51,Organised,64,40,Organised,71,68,70,50,60,70,70,Organised
2013-11-19,Germany,England,1,Friendly,Germany,1,84,24.39,3,1,1,12,-7,-16,3,10,7,0,-1.22,England,0,81,25.61,52,47,Organised,84,81,49,47,57,51,51,Organised,64,40,Organised,85,82,56,47,41,54,61,Organised
2013-11-19,Netherlands,Colombia,0,Friendly,Netherlands,0,80,24.3,2,5,-2,7,-1,12,5,-26,7,22,-2.74,Colombia,0,78,27.04,50,35,Organised,80,77,55,45,50,50,65,Organised,57,34,Organised,85,75,62,67,62,55,39,Free Form
2013-11-19,Norway,Scotland,0,Friendly,Norway,0,73,24.61,0,5,1,30,14,-3,28,6,-3,-7,-2.13,Scotland,1,73,26.74,40,45,Organised,74,71,50,40,55,40,55,Organised,70,59,Organised,79,72,47,33,52,68,61,Organised
2013-11-19,Poland,Ireland,0,Friendly,Poland,0,74,24.09,0,5,-5,-8,2,2,-7,2,5,3,-2.74,Ireland,0,74,26.83,45,45,Organised,74,72,40,40,50,40,50,Organised,37,47,Organised,79,67,45,43,52,33,52,Organised
2013-11-19,Greece,Romania,0,FIFA World Cup qualification,Greece,1,74,26.26,3,1,7,-7,-2,5,-1,-3,-10,-11,1.22,Romania,1,71,25.04,51,56,Organised,73,69,42,35,55,48,55,Organised,44,54,Organised,74,76,32,24,60,47,52,Organised
2013-11-19,Russia,Korea Republic,1,Friendly,Russia,2,78,26.43,7,3,6,-21,-12,5,-8,-10,-13,-26,1.3,Korea Republic,1,71,25.13,66,57,Organised,75,70,48,61,50,78,45,Organised,45,45,Organised,78,76,35,35,55,70,35,Organised
2013-11-19,Russia,Korea Republic,1,Friendly,Russia,2,78,26.43,7,3,6,-21,-12,5,-8,-10,-13,-26,1.3,Korea Republic,1,71,25.13,66,57,Organised,75,70,48,61,50,78,45,Organised,45,45,Organised,77,69,45,35,50,65,50,Organised
2013-11-19,Russia,Korea Republic,1,Friendly,Russia,2,78,26.43,7,3,6,-21,-12,5,-8,-10,-13,-26,1.3,Korea Republic,1,71,25.13,66,57,Organised,75,70,48,61,50,78,45,Organised,50,64,Organised,78,76,35,35,55,70,35,Organised
2013-11-19,Russia,Korea Republic,1,Friendly,Russia,2,78,26.43,7,3,6,-21,-12,5,-8,-10,-13,-26,1.3,Korea Republic,1,71,25.13,66,57,Organised,75,70,48,61,50,78,45,Organised,50,64,Organised,77,69,45,35,50,65,50,Organised
2013-11-19,Spain,South Africa,0,Friendly,Spain,0,86,26.7,16,16,15,-2,3,-29,-10,-1,5,-18,1.61,South Africa,1,70,25.09,39,37,Organised,68,68,45,55,66,51,57,Organised,37,40,Organised,84,83,50,37,37,41,56,Free Form
2013-11-19,Portugal,Sweden,1,FIFA World Cup qualification,Portugal,3,80,27.13,5,1,7,0,1,13,0,-20,-12,5,-0.0400000000000027,Sweden,2,75,27.17,49,32,Organised,81,73,59,42,39,33,68,Organised,49,33,Organised,82,80,47,47,52,33,48,Free Form
2013-11-20,Mexico,New Zealand,1,FIFA World Cup qualification,Mexico,4,75,26.3,10,10,10,18,-4,7,31,18,14,16,0.210000000000001,New Zealand,2,65,26.09,35,58,Organised,66,64,44,30,51,37,22,Organised,53,54,Organised,76,74,58,46,58,68,40,Organised
2014-01-18,Poland,Norway,1,Friendly,Poland,3,74,24.09,1,0,-5,-33,-12,0,-35,-9,-2,10,-0.52,Norway,0,73,24.61,70,59,Organised,79,72,47,33,52,68,61,Organised,37,47,Organised,79,67,45,43,52,33,52,Organised
2014-01-29,Mexico,Korea Republic,1,Friendly,Mexico,4,75,26.3,4,1,4,-13,-3,8,-10,-5,10,-15,1.17,Korea Republic,0,71,25.13,66,57,Organised,75,70,48,61,50,78,45,Organised,53,54,Organised,76,74,58,46,58,68,40,Organised
2014-02-01,USA,Korea Republic,1,Friendly,USA,2,74,27.78,7,7,2,-25,1,0,-12,-10,-13,-26,3.04,Korea Republic,0,67,24.74,66,57,Organised,68,66,48,61,50,78,45,Organised,41,58,Organised,75,68,35,35,50,66,35,Organised
2014-03-05,Ecuador,Australia,1,Friendly,Ecuador,4,71,26.78,2,0,-2,11,-9,-28,43,20,16,1,2.17,Australia,3,69,24.61,39,59,Organised,72,68,39,34,78,22,30,Organised,50,50,Organised,72,66,55,35,50,65,50,Organised
2014-03-05,Uruguay,Austria,0,Friendly,Uruguay,1,78,28.17,4,11,4,38,2,-5,12,18,9,-3,2.08,Austria,1,74,26.09,37,53,Organised,73,73,37,34,37,38,49,Organised,75,55,Organised,84,77,46,31,32,50,67,Organised
2014-03-05,Belgium,Ivory Coast,0,Friendly,Belgium,2,81,25.35,4,4,6,-36,-13,-36,-3,-20,-9,-3,-1.56,Ivory Coast,2,77,26.91,66,49,Organised,78,73,51,51,73,59,53,Organised,30,36,Organised,82,79,42,48,37,56,33,Organised
2014-03-05,Czech Republic,Norway,0,Friendly,Czech Republic,2,74,26.22,2,2,2,-23,-9,4,-15,-9,-3,14,2.18,Norway,2,72,24.04,70,59,Organised,71,70,47,33,52,68,61,Organised,47,50,Organised,73,72,44,47,56,53,52,Organised
2014-03-05,England,Denmark,1,Friendly,England,1,81,26.39,7,7,5,-11,6,16,18,2,3,-4,1.52,Denmark,0,74,24.87,65,50,Organised,75,75,44,47,51,38,49,Organised,54,56,Organised,82,80,47,43,67,56,51,Organised
2014-03-05,France,Netherlands,1,Friendly,France,2,82,25.57,3,0,5,-9,2,-10,-6,13,-9,-21,0.3099999999999989,Netherlands,0,79,25.26,57,34,Organised,85,76,55,57,62,55,39,Organised,48,36,Organised,85,81,46,36,52,49,52,Organised
2014-03-05,Germany,Chile,1,Friendly,Germany,1,83,25.13,7,2,7,1,-2,-2,-17,9,13,9,-1.61,Chile,0,76,26.74,62,42,Organised,77,74,44,35,50,65,54,Organised,63,40,Organised,79,81,57,44,48,48,63,Organised
2014-03-05,Greece,Korea Republic,0,Friendly,Greece,0,74,26.78,7,3,13,-14,-1,10,-27,7,-11,-37,1.56,Korea Republic,2,67,25.22,66,57,Organised,71,62,48,61,50,78,45,Organised,52,56,Organised,74,75,37,24,60,51,52,Organised
2014-03-05,Hungary,Finland,0,Friendly,Hungary,1,71,26.48,2,5,-2,-2,-5,15,0,-1,17,14,0.440000000000001,Finland,2,69,26.04,56,58,Organised,67,69,30,33,53,47,53,Organised,54,53,Organised,72,67,47,47,68,47,52,Organised
2014-03-05,Poland,Scotland,0,Friendly,Poland,0,75,25.48,3,6,-1,10,-11,-19,-4,-17,-12,-4,-1.26,Scotland,1,72,26.74,40,45,Organised,75,70,50,40,55,40,55,Organised,50,34,Organised,81,69,38,36,36,36,38,Organised
2014-03-05,Portugal,Cameroon,1,Friendly,Portugal,5,80,26.78,4,5,4,15,-13,-16,-22,-2,-1,-11,1.08,Cameroon,1,76,25.7,40,44,Organised,75,76,48,58,68,52,50,Organised,55,31,Organised,80,80,47,47,52,30,48,Free Form
2014-03-05,Argentina,Romania,0,Friendly,Argentina,0,82,27.48,10,12,8,-19,-13,-37,1,13,8,13,0.18,Romania,0,72,27.3,51,52,Organised,73,71,47,47,73,40,55,Organised,32,39,Organised,85,79,55,60,36,41,68,Free Form
2014-03-05,Brazil,South Africa,1,Friendly,Brazil,5,83,26.3,11,16,16,23,11,-24,6,-3,-8,6,0.0,South Africa,0,72,26.3,39,37,Organised,66,68,45,55,66,51,57,Organised,62,48,Organised,82,84,37,61,42,57,54,Organised
2014-03-05,Spain,Italy,1,Friendly,Spain,1,85,27.04,3,4,2,-8,-9,-33,-25,3,-9,-9,-0.0899999999999999,Italy,0,82,27.13,45,49,Organised,82,81,59,46,70,66,53,Organised,37,40,Organised,86,83,50,37,37,41,56,Free Form
2014-03-05,Turkey,Sweden,1,Friendly,Turkey,2,77,25.35,2,-6,0,2,23,10,15,-16,-12,8,-1.82,Sweden,1,75,27.17,49,32,Organised,79,74,59,42,39,33,68,Organised,51,55,Organised,73,74,47,50,49,48,52,Organised
2014-03-05,Turkey,Sweden,1,Friendly,Turkey,2,77,25.35,2,-6,0,2,23,10,15,-16,-12,8,-1.82,Sweden,1,75,27.17,49,32,Organised,79,74,59,42,39,33,68,Organised,51,55,Organised,74,73,36,46,67,66,45,Organised
2014-03-05,Turkey,Sweden,1,Friendly,Turkey,2,77,25.35,2,-6,0,2,23,10,15,-16,-12,8,-1.82,Sweden,1,75,27.17,49,32,Organised,79,74,59,42,39,33,68,Organised,51,53,Organised,73,74,47,50,49,48,52,Organised
2014-03-05,Turkey,Sweden,1,Friendly,Turkey,2,77,25.35,2,-6,0,2,23,10,15,-16,-12,8,-1.82,Sweden,1,75,27.17,49,32,Organised,79,74,59,42,39,33,68,Organised,51,53,Organised,74,73,36,46,67,66,45,Organised
2014-05-13,Germany,Poland,0,Friendly,Germany,0,84,25.61,8,2,9,13,6,12,12,25,19,8,0.219999999999999,Poland,0,76,25.39,50,34,Organised,81,72,38,36,36,36,38,Organised,63,40,Organised,83,81,57,44,48,48,63,Organised
2014-05-17,Netherlands,Ecuador,0,Friendly,Netherlands,1,79,25.35,8,14,8,7,-16,12,-10,-11,0,22,-1.43,Ecuador,1,71,26.78,50,50,Organised,72,67,55,35,50,65,50,Organised,57,34,Organised,86,75,55,57,62,55,39,Organised
2014-05-21,Czech Republic,Finland,0,Friendly,Czech Republic,2,75,26.57,6,6,5,-9,-8,3,6,-1,14,14,0.530000000000001,Finland,2,69,26.04,56,58,Organised,67,69,30,33,53,47,53,Organised,47,50,Organised,73,74,44,47,56,53,52,Organised
2014-05-21,Czech Republic,Finland,0,Friendly,Czech Republic,2,75,26.57,6,6,5,-9,-8,3,6,-1,14,14,0.530000000000001,Finland,2,69,26.04,56,58,Organised,73,73,44,47,56,53,52,Organised,47,50,Organised,73,74,44,47,56,53,52,Organised
2014-05-21,Czech Republic,Finland,0,Friendly,Czech Republic,2,75,26.57,6,6,5,-9,-8,3,6,-1,14,14,0.530000000000001,Finland,2,69,26.04,56,58,Organised,73,73,44,47,58,68,38,Organised,47,50,Organised,73,74,44,47,56,53,52,Organised
2014-05-21,Czech Republic,Finland,0,Friendly,Czech Republic,2,75,26.57,6,6,5,-9,-8,3,6,-1,14,14,0.530000000000001,Finland,2,69,26.04,47,50,Organised,67,69,30,33,53,47,53,Organised,47,50,Organised,73,74,44,47,56,53,52,Organised
2014-05-21,Czech Republic,Finland,0,Friendly,Czech Republic,2,75,26.57,6,6,5,-9,-8,3,6,-1,14,14,0.530000000000001,Finland,2,69,26.04,47,50,Organised,73,73,44,47,56,53,52,Organised,47,50,Organised,73,74,44,47,56,53,52,Organised
2014-05-21,Czech Republic,Finland,0,Friendly,Czech Republic,2,75,26.57,6,6,5,-9,-8,3,6,-1,14,14,0.530000000000001,Finland,2,69,26.04,47,50,Organised,73,73,44,47,58,68,38,Organised,47,50,Organised,73,74,44,47,56,53,52,Organised
2014-05-22,Denmark,Hungary,0,Friendly,Denmark,2,74,24.87,5,6,9,11,-3,-17,-9,-3,-3,0,-1.13,Hungary,2,69,26.0,54,53,Organised,69,66,47,47,68,47,52,Organised,63,49,Organised,82,81,47,43,67,51,51,Organised
2014-05-22,Denmark,Hungary,0,Friendly,Denmark,2,74,24.87,5,6,9,11,-3,-17,-9,-3,-3,0,-1.13,Hungary,2,69,26.0,54,53,Organised,69,66,47,47,68,47,52,Organised,63,49,Organised,75,75,44,47,51,38,49,Organised
2014-05-22,Denmark,Hungary,0,Friendly,Denmark,2,74,24.87,5,6,9,11,-3,-17,-9,-3,-3,0,-1.13,Hungary,2,69,26.0,54,53,Organised,69,66,47,47,68,47,52,Organised,65,50,Organised,82,81,47,43,67,51,51,Organised
2014-05-22,Denmark,Hungary,0,Friendly,Denmark,2,74,24.87,5,6,9,11,-3,-17,-9,-3,-3,0,-1.13,Hungary,2,69,26.0,54,53,Organised,69,66,47,47,68,47,52,Organised,65,50,Organised,75,75,44,47,51,38,49,Organised
2014-05-25,Turkey,Ireland,1,Friendly,Turkey,2,78,25.57,5,1,4,6,10,-1,8,2,7,10,-2.13,Ireland,1,73,27.7,45,45,Organised,75,71,40,40,50,40,50,Organised,51,55,Organised,76,75,47,50,49,48,52,Organised
2014-05-26,South Africa,Australia,0,Friendly,South Africa,1,71,24.3,1,-7,4,0,-22,-12,29,27,6,21,-0.829999999999998,Australia,1,70,25.13,39,59,Organised,76,65,39,34,78,22,30,Organised,53,30,Free Form,81,82,43,60,45,54,58,Free Form
2014-05-26,South Africa,Australia,0,Friendly,South Africa,1,71,24.3,1,-7,4,0,-22,-12,29,27,6,21,-0.829999999999998,Australia,1,70,25.13,39,59,Organised,76,65,39,34,78,22,30,Organised,53,30,Free Form,69,69,45,55,66,51,57,Organised
2014-05-26,South Africa,Australia,0,Friendly,South Africa,1,71,24.3,1,-7,4,0,-22,-12,29,27,6,21,-0.829999999999998,Australia,1,70,25.13,39,59,Organised,76,65,39,34,78,22,30,Organised,39,37,Organised,81,82,43,60,45,54,58,Free Form
2014-05-26,South Africa,Australia,0,Friendly,South Africa,1,71,24.3,1,-7,4,0,-22,-12,29,27,6,21,-0.829999999999998,Australia,1,70,25.13,39,59,Organised,76,65,39,34,78,22,30,Organised,39,37,Organised,69,69,45,55,66,51,57,Organised
2014-05-27,France,Norway,1,Friendly,France,4,82,25.09,10,12,10,-22,-23,0,-19,-9,-1,3,1.05,Norway,0,72,24.04,70,59,Organised,71,70,47,33,52,68,61,Organised,48,36,Organised,83,80,46,36,52,49,52,Organised
2014-05-28,Sweden,Denmark,0,Friendly,Sweden,0,75,25.74,1,6,-3,-16,-18,-12,-5,19,15,-5,0.869999999999997,Denmark,1,74,24.87,65,50,Organised,75,75,44,47,51,38,49,Organised,49,32,Organised,81,72,59,42,39,33,68,Organised
2014-05-29,Cameroon,Paraguay,0,Friendly,Cameroon,1,76,25.7,2,-3,6,7,-8,36,19,2,3,25,-3.91,Paraguay,2,74,29.61,33,52,Organised,78,70,45,33,32,33,48,Organised,40,44,Organised,75,76,48,58,68,52,50,Organised
2014-05-30,England,Peru,1,Friendly,England,3,80,25.13,8,6,9,4,5,17,21,-14,2,-12,-1.3,Peru,0,72,26.43,50,51,Organised,77,70,45,55,50,35,65,Organised,54,56,Organised,83,79,47,43,67,56,51,Organised
2014-05-30,South Africa,New Zealand,0,Friendly,South Africa,0,71,24.83,6,3,4,-5,-21,1,1,32,-8,25,0.3099999999999989,New Zealand,0,65,24.52,44,58,Organised,68,65,53,30,65,50,25,Organised,39,37,Organised,71,69,45,55,66,51,57,Organised
2014-05-30,Spain,Bolivia,1,Friendly,Spain,2,85,26.78,22,17,20,4,10,5,12,7,5,3,1.43,Bolivia,0,63,25.35,33,30,Organised,69,63,45,34,32,29,49,Organised,37,40,Organised,86,83,50,37,37,41,56,Free Form
2014-05-30,Uruguay,Northern Ireland,1,Friendly,Uruguay,1,78,28.26,10,15,8,17,-1,-13,0,5,-4,-9,1.74,Northern Ireland,0,68,26.52,58,56,Organised,68,68,50,40,45,50,62,Organised,75,55,Organised,83,76,46,31,32,50,67,Organised
2014-05-31,Italy,Ireland,0,Friendly,Italy,0,82,26.65,9,7,9,0,4,20,26,3,19,6,-1.05,Ireland,0,73,27.7,45,45,Organised,75,71,40,40,50,40,50,Organised,45,49,Organised,82,80,59,46,70,66,53,Organised
2014-05-31,Mexico,Ecuador,1,Friendly,Mexico,3,75,26.26,3,7,8,3,4,8,3,-10,3,11,-0.479999999999997,Ecuador,1,72,26.74,50,50,Organised,72,67,55,35,50,65,50,Organised,53,54,Organised,79,75,58,46,58,68,40,Organised
2014-05-31,Russia,Norway,0,Friendly,Russia,1,77,26.39,5,7,5,-25,-14,22,2,-12,0,14,2.35,Norway,1,72,24.04,70,59,Organised,71,70,47,33,52,68,61,Organised,45,45,Organised,78,75,47,47,74,70,49,Organised
2014-05-31,Portugal,Greece,0,Friendly,Portugal,0,80,27.17,6,8,5,3,-25,-8,-21,-4,10,23,0.0400000000000027,Greece,0,74,27.13,52,56,Organised,74,75,37,24,60,51,52,Organised,55,31,Organised,82,80,47,47,52,30,48,Free Form
2014-05-31,Portugal,Greece,0,Friendly,Portugal,0,80,27.17,6,8,5,3,-25,-8,-21,-4,10,23,0.0400000000000027,Greece,0,74,27.13,52,56,Organised,74,75,37,24,60,51,52,Organised,55,31,Organised,73,73,44,47,56,53,52,Organised
2014-05-31,Portugal,Greece,0,Friendly,Portugal,0,80,27.17,6,8,5,3,-25,-8,-21,-4,10,23,0.0400000000000027,Greece,0,74,27.13,52,56,Organised,74,75,37,24,60,51,52,Organised,47,50,Organised,82,80,47,47,52,30,48,Free Form
2014-05-31,Portugal,Greece,0,Friendly,Portugal,0,80,27.17,6,8,5,3,-25,-8,-21,-4,10,23,0.0400000000000027,Greece,0,74,27.13,52,56,Organised,74,75,37,24,60,51,52,Organised,47,50,Organised,73,73,44,47,56,53,52,Organised
2014-06-01,France,Paraguay,0,Friendly,France,1,82,25.65,8,6,10,15,-16,20,16,4,1,3,-3.96,Paraguay,1,74,29.61,33,52,Organised,78,70,45,33,32,33,48,Organised,48,36,Organised,84,80,46,36,52,49,52,Organised
2014-06-01,Germany,Cameroon,0,Friendly,Germany,2,84,25.39,8,7,5,23,-4,-20,-4,13,9,-14,-1.13,Cameroon,2,76,26.52,40,44,Organised,75,76,48,58,68,52,50,Organised,63,40,Organised,82,81,57,44,48,48,63,Organised
2014-06-01,Belgium,Sweden,1,Friendly,Belgium,2,81,24.3,6,-1,7,-19,4,-2,23,-35,-17,6,-1.44,Sweden,0,75,25.74,49,32,Organised,81,72,59,42,39,33,68,Organised,30,36,Organised,80,79,42,48,37,56,33,Organised
2014-06-01,Turkey,USA,0,Friendly,Turkey,1,78,25.57,4,2,7,10,-3,-1,-18,17,12,15,-0.780000000000001,USA,2,74,26.35,41,58,Organised,74,69,35,35,50,66,35,Organised,51,55,Organised,76,76,47,50,49,48,52,Organised
2014-06-03,Czech Republic,Austria,0,Friendly,Czech Republic,1,75,26.57,1,1,0,10,-3,19,15,3,7,13,0.530000000000001,Austria,2,74,26.04,37,53,Organised,72,73,37,34,37,38,49,Organised,47,50,Organised,73,73,44,47,56,53,52,Organised
2014-06-03,Switzerland,Peru,1,Friendly,Switzerland,2,77,24.65,5,-3,6,-2,1,1,13,-22,0,-8,-1.78,Peru,0,72,26.43,50,51,Organised,77,70,45,55,50,35,65,Organised,48,52,Organised,74,76,45,47,51,48,43,Organised
2014-06-03,Switzerland,Peru,1,Friendly,Switzerland,2,77,24.65,5,-3,6,-2,1,1,13,-22,0,-8,-1.78,Peru,0,72,26.43,50,51,Organised,77,70,45,55,50,35,65,Organised,48,52,Organised,77,74,47,47,66,64,49,Organised
2014-06-03,Switzerland,Peru,1,Friendly,Switzerland,2,77,24.65,5,-3,6,-2,1,1,13,-22,0,-8,-1.78,Peru,0,72,26.43,50,51,Organised,77,70,45,55,50,35,65,Organised,45,45,Organised,74,76,45,47,51,48,43,Organised
2014-06-03,Switzerland,Peru,1,Friendly,Switzerland,2,77,24.65,5,-3,6,-2,1,1,13,-22,0,-8,-1.78,Peru,0,72,26.43,50,51,Organised,77,70,45,55,50,35,65,Organised,45,45,Organised,77,74,47,47,66,64,49,Organised
2014-06-04,England,Ecuador,0,Friendly,England,2,80,25.13,8,11,12,4,6,17,-9,1,-8,8,-1.61,Ecuador,2,72,26.74,50,50,Organised,72,67,55,35,50,65,50,Organised,54,56,Organised,83,79,47,43,67,56,51,Organised
2014-06-04,England,Ecuador,0,Friendly,England,2,80,25.13,8,11,12,4,6,17,-9,1,-8,8,-1.61,Ecuador,2,72,26.74,50,50,Organised,72,67,55,35,50,65,50,Organised,54,56,Organised,83,85,66,75,66,36,56,Free Form
2014-06-04,England,Ecuador,0,Friendly,England,2,80,25.13,8,11,12,4,6,17,-9,1,-8,8,-1.61,Ecuador,2,72,26.74,50,50,Organised,72,67,55,35,50,65,50,Organised,36,36,Organised,83,79,47,43,67,56,51,Organised
2014-06-04,England,Ecuador,0,Friendly,England,2,80,25.13,8,11,12,4,6,17,-9,1,-8,8,-1.61,Ecuador,2,72,26.74,50,50,Organised,72,67,55,35,50,65,50,Organised,36,36,Organised,83,85,66,75,66,36,56,Free Form
2014-06-04,Netherlands,Wales,1,Friendly,Netherlands,2,79,25.13,6,14,2,-3,-10,16,2,-1,2,9,-0.440000000000001,Wales,0,73,25.57,60,44,Organised,70,72,53,48,46,53,40,Organised,57,34,Organised,84,74,55,57,62,55,39,Organised
2014-06-06,Greece,Bolivia,1,Friendly,Greece,2,74,27.13,11,5,12,19,26,28,22,3,-8,-10,1.78,Bolivia,1,63,25.35,33,30,Organised,69,63,45,34,32,29,49,Organised,52,56,Organised,74,75,37,24,60,51,52,Organised
2014-06-06,Portugal,Mexico,1,Friendly,Portugal,1,80,27.17,5,3,5,2,-23,-6,-38,8,-11,1,0.91,Mexico,0,75,26.26,53,54,Organised,79,75,58,46,58,68,40,Organised,55,31,Organised,82,80,47,47,52,30,48,Free Form
2014-06-07,Argentina,Slovenia,1,Friendly,Argentina,2,82,27.39,10,16,8,-19,-14,-31,-25,18,19,14,2.0,Slovenia,0,72,25.39,51,53,Organised,70,71,36,46,67,66,50,Organised,32,39,Organised,86,79,55,60,36,41,68,Free Form
2014-06-10,Portugal,Ireland,1,Friendly,Portugal,5,80,27.17,7,7,9,10,-14,2,-10,-2,7,7,-0.529999999999998,Ireland,1,73,27.7,45,45,Organised,75,71,40,40,50,40,50,Organised,55,31,Organised,82,80,47,47,52,30,48,Free Form
2014-06-13,Chile,Australia,1,FIFA World Cup,Chile,3,76,27.09,7,1,6,23,-17,-28,43,24,5,1,1.48,Australia,1,69,25.61,39,59,Organised,75,67,39,34,78,22,30,Organised,62,42,Organised,76,73,44,35,50,65,54,Organised
2014-06-13,Cameroon,Mexico,0,FIFA World Cup,Cameroon,0,76,26.52,1,-4,1,-13,-10,10,-16,10,-10,12,0.259999999999998,Mexico,1,75,26.26,53,54,Organised,79,75,58,46,58,68,40,Organised,40,44,Organised,75,76,48,58,68,52,50,Organised
2014-06-13,Spain,Netherlands,0,FIFA World Cup,Spain,1,85,26.78,6,2,9,-20,6,-25,-14,17,-5,-20,1.65,Netherlands,5,79,25.13,57,34,Organised,84,74,55,57,62,55,39,Organised,37,40,Organised,86,83,50,37,37,41,56,Free Form
2014-06-14,Colombia,Greece,1,FIFA World Cup,Colombia,3,78,27.26,4,6,0,-2,-21,-10,-1,13,18,21,0.130000000000003,Greece,0,74,27.13,52,56,Organised,74,75,37,24,60,51,52,Organised,50,35,Organised,80,75,55,45,50,50,65,Organised
2014-06-14,Italy,England,1,FIFA World Cup,Italy,2,82,26.65,2,-1,1,-9,-7,3,10,2,12,3,1.52,England,1,80,25.13,54,56,Organised,83,79,47,43,67,56,51,Organised,45,49,Organised,82,80,59,46,70,66,53,Organised
2014-06-15,Switzerland,Ecuador,1,FIFA World Cup,Switzerland,2,77,24.65,5,2,9,-2,2,1,-17,-7,-10,12,-2.09,Ecuador,1,72,26.74,50,50,Organised,72,67,55,35,50,65,50,Organised,48,52,Organised,74,76,45,47,51,48,43,Organised
2014-06-16,Germany,Portugal,1,FIFA World Cup,Germany,4,84,25.39,4,0,1,8,9,-4,18,15,10,-3,-1.78,Portugal,0,80,27.17,55,31,Organised,82,80,47,47,52,30,48,Free Form,63,40,Organised,82,81,57,44,48,48,63,Organised
2014-06-17,Brazil,Mexico,0,FIFA World Cup,Brazil,0,83,26.83,8,3,9,9,-6,-16,-11,14,-21,15,0.5699999999999971,Mexico,0,75,26.26,53,54,Organised,79,75,58,46,58,68,40,Organised,62,48,Organised,82,84,37,61,42,57,54,Organised
2014-06-17,Russia,Korea Republic,0,FIFA World Cup,Russia,1,77,26.39,6,8,6,-21,-12,24,-8,4,-1,-14,1.65,Korea Republic,1,71,24.74,66,57,Organised,70,69,48,61,50,78,45,Organised,45,45,Organised,78,75,47,47,74,70,49,Organised
2014-06-18,Netherlands,Australia,1,FIFA World Cup,Netherlands,3,79,25.13,10,9,7,18,-25,-16,33,9,16,23,-0.48,Australia,2,69,25.61,39,59,Organised,75,67,39,34,78,22,30,Organised,57,34,Organised,84,74,55,57,62,55,39,Organised
2014-06-18,Spain,Chile,0,FIFA World Cup,Spain,0,85,26.78,9,10,10,-25,-2,-13,-24,2,6,2,-0.3099999999999989,Chile,2,76,27.09,62,42,Organised,76,73,44,35,50,65,54,Organised,37,40,Organised,86,83,50,37,37,41,56,Free Form
2014-06-19,Colombia,Ivory Coast,1,FIFA World Cup,Colombia,2,78,27.26,1,1,-1,-16,-14,-23,-9,12,4,-6,0.780000000000001,Ivory Coast,1,77,26.48,66,49,Organised,79,76,51,51,73,59,53,Organised,50,35,Organised,80,75,55,45,50,50,65,Organised
